"date","cases","hospitalization","deaths","positivetests","hospital_intake_rivm","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","IC_Bedden_COVID","IC_Bedden_Non_COVID","Kliniek_Bedden","IC_Nieuwe_Opnames_COVID","Kliniek_Nieuwe_Opnames_COVID","Totaal_bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek"
2020-05-20,44447,11627,5748,198,14,31,13,3,0,279,66,2854,333,815,1536,202,10733,44,3,1526,75,2766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,527,922,NA,NA,1197,NA,NA,NA,NA,802,NA,NA,NA,NA
2020-05-21,44700,11640,5775,253,13,14,5,2,0,258,66,2856,298,819,1541,208,10747,19,2,1531,75,2768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,541,911,NA,NA,1166,NA,NA,NA,NA,796,NA,NA,NA,NA
2020-05-22,44888,11649,5788,188,9,32,17,4,0,247,65,2860,328,822,1574,191,10790,49,4,1548,75,2772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,481,863,NA,NA,1115,NA,NA,NA,NA,733,NA,NA,NA,NA
2020-05-23,45064,11659,5811,176,10,13,8,4,0,232,64,2864,290,823,1577,195,10808,21,4,1556,75,2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,505,811,NA,NA,1038,NA,NA,NA,NA,732,NA,NA,NA,NA
2020-05-24,45236,11672,5822,172,13,18,15,7,0,231,64,2871,282,824,1577,205,10832,33,7,1571,75,2783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,499,730,NA,NA,953,NA,NA,NA,NA,722,NA,NA,NA,NA
2020-05-25,45445,11680,5830,209,8,35,21,1,0,221,64,2872,317,825,1600,209,10883,56,1,1592,75,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,493,756,NA,NA,979,NA,NA,NA,NA,716,NA,NA,NA,NA
2020-05-26,45578,11690,5856,133,10,25,10,4,0,198,65,2876,310,829,1621,200,10915,35,4,1602,75,2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,499,698,NA,NA,886,NA,NA,NA,NA,687,NA,NA,NA,NA
2020-05-27,45768,11697,5871,190,7,16,10,3,1,184,61,2880,280,830,1644,185,10937,26,4,1612,76,2791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,522,723,NA,NA,912,NA,NA,NA,NA,711,NA,NA,NA,NA
2020-05-28,45950,11713,5903,182,16,17,8,1,0,176,60,2881,261,832,1675,165,10956,25,1,1620,76,2792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,559,695,NA,NA,877,NA,NA,NA,NA,741,NA,NA,NA,NA
2020-05-29,46126,11722,5931,176,9,24,12,1,2,166,59,2884,264,835,1696,152,10987,36,3,1632,78,2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,549,618,NA,NA,798,NA,NA,NA,NA,729,NA,NA,NA,NA
2020-05-30,46257,11727,5951,131,5,19,5,3,0,157,58,2887,247,835,1703,146,11008,24,3,1637,78,2796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,531,589,NA,NA,759,NA,NA,NA,NA,701,NA,NA,NA,NA
2020-05-31,46442,11735,5956,185,8,12,7,3,0,159,58,2890,242,835,1703,153,11026,19,3,1644,78,2799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,501,544,NA,NA,703,NA,NA,NA,NA,660,NA,NA,NA,NA
2020-06-01,46545,11744,5962,103,9,15,6,5,0,157,59,2895,246,838,1703,156,11043,21,5,1650,78,2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,73,4.70360824742268,NA,158,488,542,NA,NA,700,NA,NA,NA,NA,646,NA,NA,NA,NA
2020-06-02,46647,11750,5967,102,6,24,17,1,0,152,59,2896,268,839,1727,150,11079,41,1,1667,78,2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6819,203,2.97697609620179,NA,154,476,516,NA,NA,670,NA,NA,NA,NA,630,NA,NA,NA,NA
2020-06-03,46733,11759,5977,86,9,19,9,5,0,138,56,2901,260,844,1748,133,11098,28,5,1676,78,2810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8867,165,1.86083229953761,2.6,116,514,496,NA,NA,612,NA,NA,NA,NA,630,NA,NA,NA,NA
2020-06-04,46942,11771,5990,209,12,14,16,5,1,136,57,2907,245,847,1768,116,11119,30,6,1692,79,2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9339,171,1.83103115965307,2.2,113,567,481,NA,NA,594,NA,NA,NA,NA,680,NA,NA,NA,NA
2020-06-05,47152,11782,6005,210,11,9,12,3,0,133,55,2910,227,847,1779,108,11137,21,3,1704,79,2818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9464,135,1.42645815722739,1.7,97,543,469,NA,NA,566,NA,NA,NA,NA,640,NA,NA,NA,NA
2020-06-06,47335,11785,6011,183,3,4,5,2,0,131,55,2912,193,848,1781,109,11144,9,2,1709,79,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7843,125,1.59377789111309,1.6,96,549,456,NA,NA,552,NA,NA,NA,NA,645,NA,NA,NA,NA
2020-06-07,47574,11789,6013,239,4,4,11,3,0,130,55,2915,192,848,1783,109,11157,15,3,1720,79,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4921,111,2.25563909774436,1.7,96,502,443,NA,NA,539,NA,NA,NA,NA,598,NA,NA,NA,NA
2020-06-08,47739,11794,6016,165,5,11,6,0,0,128,55,2915,192,848,1800,101,11174,17,0,1726,79,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9093,109,1.19872429341252,1.6,92,533,400,NA,NA,492,NA,NA,NA,NA,625,NA,NA,NA,NA
2020-06-09,47903,11800,6031,164,6,9,8,2,0,121,54,2917,172,849,1813,93,11189,17,2,1734,79,2825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10165,121,1.19035907525824,1.4,91,521,346,NA,NA,437,NA,NA,NA,NA,612,NA,NA,NA,NA
2020-06-10,48087,11805,6042,184,5,5,6,2,0,117,53,2919,156,850,1825,84,11198,11,2,1740,79,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9746,144,1.47752924276626,1.3,80,535,333,NA,NA,413,NA,NA,NA,NA,615,NA,NA,NA,NA
2020-06-11,48251,11808,6044,164,3,14,10,1,0,113,53,2920,161,850,1837,77,11218,24,1,1750,79,2828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9385,136,1.44912093766649,1.4,77,544,297,NA,NA,374,NA,NA,NA,NA,621,NA,NA,NA,NA
2020-06-12,48461,11813,6053,210,5,8,3,3,0,110,51,2923,152,851,1847,71,11228,11,3,1753,79,2831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8672,131,1.51060885608856,1.5,73,557,279,NA,NA,352,NA,NA,NA,NA,630,NA,NA,NA,NA
2020-06-13,48640,11822,6057,179,9,4,4,2,0,108,49,2925,133,852,1847,71,11234,8,2,1757,79,2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6053,113,1.86684288782422,1.6,77,572,289,NA,NA,366,NA,NA,NA,NA,649,NA,NA,NA,NA
2020-06-14,48783,11828,6059,143,6,3,5,0,0,107,48,2925,132,854,1849,69,11242,8,0,1762,79,2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917,84,2.14449834056676,1.8,79,516,277,NA,NA,356,NA,NA,NA,NA,595,NA,NA,NA,NA
2020-06-15,48948,11831,6065,165,3,5,4,1,0,106,48,2926,135,855,1867,61,11250,9,1,1766,79,2834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10236,133,1.29933567799922,1.6,87,520,281,NA,NA,368,NA,NA,NA,NA,607,NA,NA,NA,NA
2020-06-16,49087,11834,6070,139,3,8,7,2,0,97,47,2928,135,858,1872,61,11264,15,2,1773,79,2836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10915,92,0.842876775080165,1.2,78,570,280,NA,NA,358,NA,NA,NA,NA,648,NA,NA,NA,NA
2020-06-17,49204,11836,6074,117,2,7,6,0,0,88,44,2928,127,860,1879,59,11275,13,0,1779,79,2836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10409,76,0.730137381112499,1,73,582,289,NA,NA,362,NA,NA,NA,NA,655,NA,NA,NA,NA
2020-06-18,49319,11835,6078,115,0,4,10,1,0,81,43,2929,128,861,1886,60,11288,14,1,1789,79,2837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175,76,0.746928746928747,0.8,67,568,261,NA,NA,328,NA,NA,NA,NA,635,NA,NA,NA,NA
2020-06-19,49426,11846,6081,107,11,4,6,0,0,74,43,2929,124,862,1894,52,11297,10,0,1795,79,2837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9521,78,0.819241676294507,0.8,57,592,235,NA,NA,292,NA,NA,NA,NA,649,NA,NA,NA,NA
2020-06-20,49502,11846,6089,76,0,4,4,2,0,74,43,2931,105,863,1895,55,11302,8,2,1799,79,2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6073,66,1.08677753993084,0.9,57,602,220,NA,NA,277,NA,NA,NA,NA,659,NA,NA,NA,NA
2020-06-21,49593,11849,6090,91,3,5,7,0,0,70,41,2931,106,864,1895,55,11313,12,0,1806,79,2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4281,46,1.07451530016351,1,55,573,221,NA,NA,276,NA,NA,NA,NA,628,NA,NA,NA,NA
2020-06-22,49658,11851,6090,65,2,7,6,3,0,72,43,2934,109,865,1899,58,11325,13,3,1812,79,2842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11271,63,0.558956614319936,0.8,59,512,194,NA,NA,253,NA,NA,NA,NA,571,NA,NA,NA,NA
2020-06-23,49722,11853,6095,64,2,6,9,1,0,65,40,2935,110,866,1906,55,11335,15,1,1821,79,2843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11009,87,0.790262512489781,0.7,48,576,211,NA,NA,259,NA,NA,NA,NA,624,NA,NA,NA,NA
2020-06-24,49804,11859,6097,82,6,5,11,1,0,61,39,2936,109,867,1912,50,11350,16,1,1832,79,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9566,63,0.658582479615304,0.7,49,565,197,NA,NA,246,NA,NA,NA,NA,614,NA,NA,NA,NA
2020-06-25,49914,11863,6100,110,4,9,8,0,1,60,37,2937,117,867,1918,50,11365,17,1,1840,80,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10373,59,0.568784343969922,0.7,49,579,178,NA,NA,227,NA,NA,NA,NA,628,NA,NA,NA,NA
2020-06-26,50005,11868,6103,91,5,2,6,0,0,54,34,2937,113,868,1922,50,11371,8,0,1846,80,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8925,59,0.661064425770308,0.6,39,584,190,NA,NA,229,NA,NA,NA,NA,623,NA,NA,NA,NA
2020-06-27,50074,11868,6105,69,0,2,2,0,0,49,32,2937,92,869,1922,53,11375,4,0,1848,80,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5878,57,0.969717591017353,0.7,29,573,180,NA,NA,209,NA,NA,NA,NA,602,NA,NA,NA,NA
2020-06-28,50147,11871,6105,73,3,5,3,0,0,45,31,2937,94,869,1922,53,11383,8,0,1851,80,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4218,38,0.900900900900901,0.8,30,541,178,NA,NA,208,NA,NA,NA,NA,571,NA,NA,NA,NA
2020-06-29,50223,11874,6107,76,3,8,5,0,0,45,31,2937,103,869,1927,50,11393,13,0,1856,80,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11701,64,0.546961798136911,0.7,32,527,157,NA,NA,189,NA,NA,NA,NA,559,NA,NA,NA,NA
2020-06-30,50273,11877,6113,50,3,2,5,2,0,45,31,2939,88,869,1934,46,11397,7,2,1861,80,2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12087,51,0.421940928270042,0.5,29,559,160,NA,NA,189,NA,NA,NA,NA,588,NA,NA,NA,NA
2020-07-02,50335,11878,6115,62,1,4,2,2,1,43,31,2942,79,870,1943,40,11409,6,3,1868,81,2848,89,-12,77,2,-2,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,11068,59,0.533068305023491,0.5,25,586,125,NA,NA,150,NA,NA,NA,NA,611,NA,NA,NA,NA
2020-07-02,50412,11878,6118,77,0,4,2,2,1,43,31,2942,79,870,1943,40,11409,6,3,1868,81,2848,89,-12,77,2,-2,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,11068,59,0.533068305023491,0.5,25,586,125,NA,NA,150,NA,NA,NA,NA,611,NA,NA,NA,NA
2020-07-03,50487,11882,6120,75,4,6,4,0,0,40,30,2942,79,870,1953,30,11417,10,0,1872,81,2848,80,-5,75,4,0,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,10101,72,0.712800712800713,0.6,20,587,103,NA,NA,123,NA,NA,NA,NA,607,NA,NA,NA,NA
2020-07-04,50548,11883,6126,61,1,0,3,1,0,41,30,2943,70,870,1953,32,11419,3,1,1875,81,2849,75,-14,61,1,0,1,6,0,6,NA,NA,NA,NA,NA,NA,NA,6321,39,0.616990982439487,0.6,18,574,75,NA,NA,93,NA,NA,NA,NA,592,NA,NA,NA,NA
2020-07-05,50621,11884,6127,73,1,2,6,0,0,39,28,2943,73,870,1954,32,11425,8,0,1881,81,2849,76,-3,73,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,4367,21,0.480879322189146,0.6,18,543,87,NA,NA,105,NA,NA,NA,NA,561,NA,NA,NA,NA
2020-07-06,50657,11884,6128,36,0,2,4,0,0,38,27,2943,77,871,1959,29,11431,6,0,1885,81,2849,51,-15,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,12033,49,0.407213496218732,0.5,23,538,81,NA,NA,104,NA,NA,NA,NA,561,NA,NA,NA,NA
2020-07-07,50694,11886,6132,37,2,4,4,1,0,36,26,2944,80,872,1961,29,11438,8,1,1889,81,2850,45,-8,37,3,-1,2,4,0,4,NA,NA,NA,NA,NA,NA,NA,12209,50,0.409533950364485,0.4,24,537,79,NA,NA,103,NA,NA,NA,NA,561,NA,NA,NA,NA
2020-07-08,50746,11889,6135,52,3,4,3,2,0,33,26,2946,78,872,1966,25,11444,7,2,1892,81,2852,66,-14,52,3,0,3,3,0,3,69,NA,NA,NA,NA,NA,NA,13010,51,0.392006149116065,0.4,20,576,74,NA,NA,94,NA,NA,NA,NA,596,NA,NA,NA,NA
2020-07-09,50798,11887,6137,52,0,6,5,1,0,33,25,2947,78,872,1970,21,11452,11,1,1897,81,2853,64,-12,52,0,-2,-2,2,0,2,65,NA,NA,NA,NA,NA,NA,13072,91,0.696144430844553,0.5,21,586,70,NA,NA,91,NA,NA,NA,NA,607,NA,NA,NA,NA
2020-07-10,50840,11888,6136,42,1,7,6,1,0,34,25,2948,88,872,1970,22,11463,13,1,1903,81,2854,81,-39,42,6,-5,1,1,-2,-1,65,NA,NA,NA,NA,NA,NA,12030,76,0.631753948462178,0.6,25,569,69,NA,NA,94,NA,NA,NA,NA,594,NA,NA,NA,NA
2020-07-11,50921,11891,6137,81,3,2,2,0,0,32,23,2948,80,872,1970,22,11466,4,0,1905,81,2854,89,-8,81,4,-1,3,1,0,1,67,NA,NA,NA,NA,NA,NA,7705,96,1.24594419208306,0.8,26,562,77,NA,NA,103,NA,NA,NA,NA,588,NA,NA,NA,NA
