"date","cases","hospitalization","deaths","positivetests","hospital_intake_rivm","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","IC_Bedden_COVID","IC_Bedden_Non_COVID","Kliniek_Bedden","IC_Nieuwe_Opnames_COVID","Kliniek_Nieuwe_Opnames_COVID","Totaal_bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek"
2020-12-21,700873,19143,10519,11168,75,346,3,32,0,623,76,6218,1987,1745,3573,212,28964,349,32,2738,112,6096,11212,-44,11168,78,-3,75,31,-3,28,11333,267,24851,17,5213,-3,690,76865,9783,12.7275092694985,13.5,586,429,1576,37,205,2162,40.2857142857143,228.857142857143,242,269.142857142857,1015,31.8571428571429,199.142857142857,126,115
2020-12-22,710683,19226,10633,9810,83,279,6,43,0,631,76,6261,2006,1755,3602,203,29214,285,43,2744,112,6139,9872,-62,9810,87,-4,83,116,-2,114,11788,308,25159,70,5283,-4,708,80660,9350,11.5918670964543,12.6,586,469,1703,33,359,2289,38.4285714285714,242.714285714286,392,281.142857142857,1055,35.2857142857143,207.142857142857,109,117
2020-12-23,721071,19320,10737,10388,94,293,7,48,0,648,77,6309,2032,1766,3627,209,29475,300,48,2751,112,6187,10447,-59,10388,95,-1,94,106,-2,104,11679,375,25534,69,5352,-7,718,80553,9343,11.5985748513401,12,608,439,1686,56,297,2294,42.4285714285714,264.857142857143,353,307.285714285714,1047,34.1428571428571,199.714285714286,124,133
2020-12-24,732570,19411,10826,11499,91,304,10,49,1,654,78,6358,2050,1779,3661,206,29748,314,50,2761,113,6236,11555,-56,11499,92,-1,91,89,0,89,11495,418,25952,50,5402,-3,727,57102,7429,13.0100521873139,12,596,436,1712,38,321,2308,42.4285714285714,279.142857142857,359,321.571428571429,1032,35.8571428571429,203,118,138
2020-12-25,744057,19496,10921,11487,85,231,6,36,0,645,78,6394,1949,1793,3667,214,29957,237,36,2767,113,6272,11550,-63,11487,86,-1,85,97,-2,95,11426,406,26358,44,5446,-3,746,34761,5641,16.227956618049,13,600,417,1704,41,317,2304,40.8571428571429,286.714285714286,358,327.571428571429,1017,39,212.285714285714,105,135
2020-12-26,753905,19565,10970,9848,69,239,5,42,0,658,78,6436,1988,1802,3673,228,30162,244,42,2772,113,6314,9880,-32,9848,71,-2,69,49,0,49,11083,299,26657,31,5477,-3,761,36432,5725,15.7142072902942,14.6,615,372,1734,42,213,2349,40.4285714285714,275.714285714286,255,316.142857142857,987,40.1428571428571,218.428571428571,101,126
2020-12-27,762985,19643,10998,9080,78,269,3,44,0,673,78,6480,2078,1816,3679,243,30391,272,44,2775,113,6358,9108,-28,9080,79,-1,78,29,-1,28,10518,280,26937,20,5497,-6,769,43144,6028,13.9718153161506,15.2,631,387,1797,42,243,2428,41.2857142857143,279.285714285714,285,320.571428571429,1018,40.1428571428571,225.857142857143,103,124
2020-12-28,770400,19733,11042,7415,90,449,5,68,0,708,78,6549,2360,1828,3705,246,30796,454,68,2780,113,6426,7453,-38,7415,93,-3,90,44,0,44,9981,236,27173,16,5513,-1,774,61161,8508,13.9108255260705,14.4,658,370,1922,54,273,2580,43.7142857142857,289,327,332.714285714286,1028,40.2857142857143,228.857142857143,109,126
2020-12-29,777902,19845,11212,7502,112,251,3,61,0,729,78,6611,2344,1836,3730,248,31005,254,61,2783,113,6487,7561,-59,7502,114,-2,112,171,-1,170,9651,246,27419,104,5617,-4,792,65195,8315,12.7540455556408,13.5,684,416,2077,72,430,2761,49.2857142857143,299.142857142857,502,348.428571428571,1100,38.4285714285714,242.714285714286,128,123
2020-12-30,787300,19939,11323,9398,94,262,9,45,1,739,78,6658,2302,1848,3759,241,31240,271,46,2792,114,6532,9504,-106,9398,95,-1,94,112,-1,111,9516,379,27798,67,5684,-2,806,62669,8451,13.4851361917375,13.4,712,422,2002,64,289,2714,50.4285714285714,298,353,348.428571428571,1134,42.4285714285714,264.857142857143,119,113
2020-12-31,796981,20077,11432,9681,138,263,6,39,1,740,77,6698,2222,1865,3781,252,31475,269,40,2798,115,6571,9719,-38,9681,140,-2,138,109,0,109,9254,348,28146,68,5752,-7,820,40146,5864,14.6066855975689,13.5,724,410,2104,38,294,2828,50.4285714285714,294.142857142857,332,344.571428571429,1134,42.4285714285714,279.142857142857,119,105
2021-01-01,805164,20154,11529,8183,77,213,3,40,0,727,77,6738,2060,1875,3795,263,31673,216,40,2801,115,6611,8215,-32,8183,78,-1,77,98,-1,97,8777,288,28434,61,5813,-2,825,33332,4913,14.7395895835833,14.1,703,389,1957,37,239,2660,49.8571428571429,283,276,332.857142857143,1092,40.8571428571429,286.714285714286,122,99
2021-01-02,813765,20211,11565,8601,57,232,4,39,0,731,77,6777,2111,1889,3803,281,31877,236,39,2805,115,6650,8630,-29,8601,58,-1,57,38,-2,36,8599,240,28674,19,5832,-4,829,47313,6177,13.0556083951557,14,698,379,2005,37,248,2703,49.1428571428571,288,285,337.142857142857,1077,40.4285714285714,275.714285714286,122,104
2021-01-03,821163,20318,11612,7398,107,229,7,44,0,733,77,6821,2134,1905,3814,298,32079,236,44,2812,115,6694,7438,-40,7398,112,-5,107,47,0,47,8360,243,28917,31,5863,-3,840,38880,5443,13.9994855967078,13.8,704,360,2006,29,241,2710,47.2857142857143,287.714285714286,270,335,1064,41.2857142857143,279.285714285714,115,103
2021-01-04,827726,20389,11675,6563,71,331,5,59,0,751,77,6880,2257,1918,3840,318,32357,336,59,2817,115,6753,6671,-108,6563,73,-2,71,65,-2,63,8248,252,29169,32,5895,-1,844,54638,7838,14.3453274277975,13.8,715,377,2130,41,226,2845,45.4285714285714,281,267,326.428571428571,1092,43.7142857142857,289,104,97
2021-01-05,834064,20482,11825,6338,93,279,6,54,0,747,78,6934,2219,1939,3880,314,32593,285,54,2823,115,6807,6412,-74,6338,96,-3,93,152,-2,150,8084,235,29404,84,5979,-1,852,55385,7131,12.8753272546718,13.7,731,396,2159,46,320,2890,41.7142857142857,265.285714285714,366,307,1127,49.2857142857143,299.142857142857,85,89
2021-01-06,841163,20584,11999,7099,102,244,8,45,0,734,78,6979,2163,1951,3922,297,32808,252,45,2831,115,6852,7142,-43,7099,106,-4,102,175,-1,174,7747,293,29697,99,6078,-6,856,54503,6890,12.6415059721483,13.3,704,435,2131,39,262,2835,38.1428571428571,261.428571428571,301,299.571428571429,1139,50.4285714285714,298,76,88
2021-01-07,850790,20672,12084,9627,88,241,7,38,0,733,78,7017,2109,1972,3959,286,33018,248,38,2838,115,6890,9737,-110,9627,92,-4,88,85,0,85,7749,392,30089,46,6124,-3,868,49737,6008,12.0795383718359,12.5,712,420,2052,29,231,2764,36.8571428571429,252.428571428571,260,289.285714285714,1132,50.4285714285714,294.142857142857,73,86
2021-01-08,858914,20756,12171,8124,84,242,7,45,0,731,78,7062,2047,1994,3999,277,33219,249,45,2845,115,6935,8169,-45,8124,86,-2,84,89,-2,87,7743,309,30398,51,6175,-7,865,45167,5560,12.3098722518653,12.4,708,426,1936,37,249,2644,36.8571428571429,253.857142857143,286,290.714285714286,1134,49.8571428571429,283,74,90
2021-01-09,866235,20832,12307,7321,76,163,2,32,0,712,78,7094,1874,2007,4011,287,33356,165,32,2847,115,6967,7383,-62,7321,78,-2,76,139,-3,136,7565,285,30683,79,6254,-3,861,35245,4385,12.4414810611434,12.3,700,420,1874,44,241,2574,37.8571428571429,252.857142857143,285,290.714285714286,1120,49.1428571428571,288,77,88
2021-01-10,872847,20910,12361,6612,78,187,3,32,0,709,77,7126,1883,2013,4021,298,33520,190,32,2850,115,6999,6657,-45,6612,81,-3,78,54,0,54,7453,238,30921,26,6280,-5,861,28702,3824,13.3231133718905,12.6,711,379,1850,25,187,2561,37.2857142857143,245.142857142857,212,282.428571428571,1090,47.2857142857143,287.714285714286,79,85
2021-01-11,878263,20969,12411,5416,59,274,8,37,1,721,78,7164,2017,2031,4055,287,33775,282,38,2858,116,7036,5499,-83,5416,61,-2,59,50,0,50,7286,197,31118,20,6300,-7,852,43834,5387,12.2895469270429,12.6,702,383,1926,24,173,2628,34.8571428571429,237.571428571429,197,272.428571428571,1085,45.4285714285714,281,77,85
2021-01-12,883135,21066,12563,4872,97,210,8,46,0,726,78,7210,1951,2040,4099,266,33950,218,46,2866,116,7082,4986,-114,4872,102,-5,97,153,-1,152,7082,289,31407,94,6394,-3,842,40551,4913,12.1156075065966,12.5,695,417,1945,43,267,2640,34.4285714285714,230,310,264.428571428571,1112,41.7142857142857,265.285714285714,83,87
2021-01-13,889221,21135,12685,6086,69,239,6,37,0,728,77,7247,1893,2055,4133,268,34159,245,37,2872,116,7119,6148,-62,6086,70,-1,69,122,0,122,6940,335,31742,85,6479,1,852,47263,5087,10.763176268963,11.7,700,416,1821,46,218,2521,35.4285714285714,223.714285714286,264,259.142857142857,1116,38.1428571428571,261.428571428571,93,86
2021-01-14,895687,21211,12774,6466,76,208,8,34,1,711,78,7281,1833,2064,4170,265,34347,216,35,2880,117,7153,6575,-109,6466,78,-2,76,89,0,89,6488,244,31986,50,6529,-4,847,48272,5091,10.5464865760689,11.1,693,453,1814,48,226,2507,38.1428571428571,223,274,261.142857142857,1146,36.8571428571429,252.428571428571,103,88
2021-01-15,901696,21287,12868,6009,76,218,9,37,0,703,78,7318,1815,2076,4201,266,34541,227,37,2889,117,7190,6093,-84,6009,76,0,76,96,-2,94,6192,270,32256,49,6578,-3,841,45917,4731,10.3033734782325,10.5,690,452,1784,24,217,2474,36.2857142857143,218.428571428571,241,254.714285714286,1142,36.8571428571429,253.857142857143,98,86
2021-01-16,906956,21336,12965,5260,49,163,3,27,0,685,77,7345,1688,2087,4209,276,34684,166,27,2892,117,7217,5340,-80,5260,54,-5,49,98,-1,97,5900,240,32496,65,6643,0,834,37079,3734,10.0703902478492,10.3,671,441,1694,35,212,2365,35,214.285714285714,247,249.285714285714,1112,37.8571428571429,252.857142857143,92,85
2021-01-17,912554,21405,13006,5598,69,148,6,38,0,693,77,7383,1642,2092,4216,299,34813,154,38,2898,117,7255,5622,-24,5598,70,-1,69,43,-2,41,5752,280,32776,25,6668,-4,819,31080,3350,10.7786357786358,10.4,676,393,1708,38,179,2384,36.8571428571429,213.142857142857,217,250,1069,37.2857142857143,245.142857142857,99,87
2021-01-18,917308,21491,13056,4754,86,246,9,42,0,702,77,7425,1769,2108,4252,288,35033,255,42,2907,117,7297,4822,-68,4754,88,-2,86,59,-9,50,5655,172,32948,22,6690,-3,810,47758,4990,10.4485112441895,10.4,690,398,1744,28,152,2434,37.4285714285714,210.142857142857,180,247.571428571429,1088,34.8571428571429,237.571428571429,107,88
2021-01-19,921580,21590,13162,4272,99,219,6,32,1,694,77,7458,1759,2117,4289,284,35227,225,33,2913,118,7329,4335,-63,4272,101,-2,99,106,0,106,5562,185,33133,66,6756,-1,793,44101,4589,10.4056597356069,10.5,683,444,1767,42,245,2450,37.2857142857143,207,287,244.285714285714,1127,34.4285714285714,230,108,90
2021-01-20,927110,21663,13248,5530,73,185,4,33,0,686,76,7491,1682,2128,4322,272,35382,189,33,2917,118,7362,5615,-85,5530,75,-2,73,87,-1,86,5486,257,33390,49,6805,-3,787,44973,4741,10.5418806839659,10.5,679,447,1709,27,212,2388,34.5714285714286,206.142857142857,239,240.714285714286,1126,35.4285714285714,223.714285714286,98,92
2021-01-21,932884,21748,13337,5774,85,230,9,41,0,692,76,7532,1684,2143,4356,267,35588,239,41,2926,118,7403,5857,-83,5774,87,-2,85,91,-2,89,5383,237,33627,51,6856,2,776,40963,4424,10.7999902350902,10.6,677,460,1667,36,226,2344,32.8571428571429,206.142857142857,262,239,1137,38.1428571428571,223,86,92
2021-01-22,938628,21818,13422,5744,70,209,5,36,0,685,76,7568,1662,2155,4396,260,35768,214,36,2931,118,7439,5791,-47,5744,73,-3,70,89,-4,85,5340,238,33865,53,6909,-1,753,36754,4196,11.4164444686293,10.9,674,456,1684,31,231,2358,33.8571428571429,208.142857142857,262,242,1130,36.2857142857143,218.428571428571,93,95
2021-01-23,944042,21894,13510,5414,76,159,4,35,0,675,77,7603,1589,2165,4409,266,35913,163,35,2935,118,7474,5487,-73,5414,80,-4,76,89,-1,88,5361,209,34074,47,6956,-2,750,29032,3456,11.9041058142739,11.3,673,459,1633,33,214,2306,33.5714285714286,208.428571428571,247,242,1132,35,214.285714285714,96,97
2021-01-24,948933,21954,13540,4891,60,151,1,27,0,672,77,7630,1598,2177,4413,284,36043,152,27,2936,118,7501,4924,-33,4891,63,-3,60,30,0,30,5262,216,34290,26,6982,-3,736,24795,3021,12.183908045977,11.8,680,416,1667,42,165,2347,34.1428571428571,206.428571428571,207,240.571428571429,1096,36.8571428571429,213.142857142857,93,97
2021-01-25,952950,22056,13579,4017,102,214,5,53,1,694,77,7684,1699,2190,4452,273,36233,219,54,2941,119,7554,4129,-112,4017,103,-1,102,40,-1,39,5163,144,34434,20,7002,-2,726,36758,4201,11.4288046139616,11.8,664,416,1720,24,169,2384,33.5714285714286,208.857142857143,193,242.428571428571,1080,37.4285714285714,210.142857142857,90,99
2021-01-26,956867,22127,13664,3917,71,176,8,35,0,688,77,7719,1655,2206,4482,284,36381,184,35,2949,119,7589,3997,-80,3917,73,-2,71,87,-2,85,5114,168,34602,50,7052,0,711,33392,3792,11.3560134163872,11.6,674,466,1705,52,219,2379,35,205.142857142857,271,240.142857142857,1140,37.2857142857143,207,94,99
2021-01-27,961593,22194,13733,4726,67,183,6,28,0,661,78,7747,1594,2220,4508,283,36538,189,28,2955,119,7617,4774,-48,4726,68,-1,67,69,0,69,4994,245,34847,34,7086,2,703,34789,3724,10.7045330420535,11.2,651,492,1648,38,201,2299,36.5714285714286,203.571428571429,239,240.142857142857,1143,34.5714285714286,206.142857142857,106,99
2021-01-28,966252,22257,13816,4659,63,209,3,43,1,662,77,7791,1557,2229,4534,282,36711,212,44,2958,120,7660,4740,-81,4659,65,-2,63,85,-2,83,4835,233,35080,44,7130,-3,697,31574,3353,10.6194970545385,10.9,645,495,1595,29,186,2240,35.5714285714286,197.857142857143,215,233.428571428571,1140,32.8571428571429,206.142857142857,108,96
2021-01-29,970602,22319,13872,4350,62,222,6,27,0,657,78,7818,1575,2246,4563,285,36916,228,27,2964,120,7687,4438,-88,4350,64,-2,62,58,-2,56,4641,210,35290,29,7159,-3,681,29207,3522,12.0587530386551,11.1,659,458,1572,36,196,2231,36.2857142857143,192.857142857143,232,229.142857142857,1117,33.8571428571429,208.142857142857,107,93
2021-01-30,974775,22398,13959,4173,79,131,4,31,0,642,78,7849,1503,2253,4575,285,37029,135,31,2968,120,7718,4211,-38,4173,82,-3,79,88,-1,87,4459,216,35506,54,7213,-2,664,23265,2755,11.8418224801204,11.5,640,471,1600,29,196,2240,35.7142857142857,190.285714285714,225,226,1111,33.5714285714286,208.428571428571,106,91
2021-01-31,978475,22455,13998,3700,57,149,6,35,2,659,78,7886,1537,2266,4580,295,37154,155,37,2974,122,7753,3714,-14,3700,58,-1,57,40,-1,39,4286,147,35653,22,7235,-4,647,19289,2457,12.7378298512105,12.2,646,454,1573,30,142,2219,34,187,172,221,1100,34.1428571428571,206.428571428571,100,91
2021-02-01,981663,22492,14025,3188,37,232,6,30,1,663,78,7917,1640,2278,4615,297,37350,238,31,2980,123,7783,3280,-92,3188,39,-2,37,27,0,27,4165,125,35778,16,7251,-2,632,33458,3759,11.2349811704226,11.8,639,426,1631,24,144,2270,34,183.428571428571,168,217.428571428571,1065,33.5714285714286,208.857142857143,101,88
2021-02-02,985224,22559,14108,3561,67,180,7,28,0,643,78,7945,1604,2294,4647,294,37513,187,28,2987,123,7811,3592,-31,3561,68,-1,67,83,0,83,4107,165,35943,51,7302,-2,618,31821,3411,10.7193362873574,11.4,629,471,1640,29,218,2269,30.7142857142857,183.285714285714,247,214,1100,35,205.142857142857,88,89
2021-02-03,989237,22625,14169,4013,66,172,8,30,0,628,78,7975,1545,2304,4693,286,37669,180,30,2995,123,7841,4060,-47,4013,67,-1,66,62,-1,61,4005,207,36150,33,7335,-1,605,34550,3580,10.3617945007236,10.8,613,479,1601,25,184,2214,28.8571428571429,180.857142857143,209,209.714285714286,1092,36.5714285714286,203.571428571429,79,89
2021-02-04,993430,22694,14234,4193,69,194,11,25,0,603,78,8000,1519,2313,4733,281,37845,205,25,3006,123,7866,4246,-53,4193,69,0,69,67,-2,65,3934,213,36363,34,7369,-1,602,34120,3526,10.3341148886284,10.5,602,486,1519,29,186,2121,28.8571428571429,180.857142857143,215,209.714285714286,1088,35.5714285714286,197.857142857143,81,91
2021-02-05,997751,22786,14294,4321,92,182,12,19,0,573,77,8019,1506,2328,4775,271,38023,194,19,3018,123,7885,4365,-44,4321,93,-1,92,60,0,60,3924,171,36534,39,7408,-1,598,32418,3569,11.0093158122031,10.6,573,490,1479,22,166,2052,26.8571428571429,176.571428571429,188,203.428571428571,1063,36.2857142857143,192.857142857143,74,92
2021-02-06,1001826,22858,14355,4075,72,131,3,20,0,546,77,8039,1380,2341,4783,285,38141,134,20,3021,123,7905,4130,-55,4075,73,-1,72,61,0,61,3912,178,36712,38,7446,-4,590,28705,3020,10.5208151889915,10.6,547,488,1436,22,166,1983,25.8571428571429,172.285714285714,188,198.142857142857,1035,35.7142857142857,190.285714285714,72,91
2021-02-07,1005760,22916,14403,3934,58,118,3,22,0,532,77,8061,1362,2349,4788,293,38238,121,22,3024,123,7927,3963,-29,3934,58,0,58,48,0,48,3948,165,36877,18,7464,0,579,94,6,6.38297872340426,10.8,535,462,1445,19,150,1980,24.2857142857143,173.428571428571,169,197.714285714286,997,34,187,71,93
2021-02-08,1007981,22955,14428,2221,39,197,4,32,0,543,78,8093,1472,2351,4827,275,38409,201,32,3028,123,7959,2273,-52,2221,40,-1,39,25,0,25,3804,92,36969,17,7481,-2,565,24488,3010,12.2917347272133,11.3,542,455,1492,26,120,2034,24.5714285714286,170,146,194.571428571429,997,34,183.428571428571,72,93
2021-02-09,1009725,23011,14511,1744,56,191,5,19,1,540,78,8113,1446,2363,4871,248,38590,196,20,3033,124,7978,1779,-35,1744,56,0,56,85,-2,83,3545,106,37075,47,7528,0,549,30884,3584,11.6047144152312,11.9,550,455,1460,26,120,2010,24.1428571428571,156,146,180.142857142857,1005,30.7142857142857,183.285714285714,79,85
2021-02-10,1012908,23077,14589,3183,66,193,5,30,0,542,77,8143,1449,2373,4908,231,38757,198,30,3038,124,8008,3226,-43,3183,69,-3,66,78,0,78,3426,221,37296,57,7585,2,537,32393,3633,11.2153860401939,11.7,533,511,1457,20,199,1990,23.4285714285714,158.142857142857,219,181.571428571429,1044,28.8571428571429,180.857142857143,81,87
2021-02-11,1017302,23149,14662,4394,72,182,9,30,0,538,75,8173,1440,2381,4939,228,38918,191,30,3047,124,8038,4472,-78,4394,73,-1,72,74,-1,73,3458,220,37516,46,7631,-4,525,31101,3272,10.5205620398058,11.1,537,517,1415,23,195,1952,22.5714285714286,159.428571428571,218,182,1054,28.8571428571429,180.857142857143,78,88
2021-02-12,1021643,23232,14727,4341,83,184,4,33,0,533,75,8206,1415,2390,4969,218,39078,188,33,3051,124,8071,4385,-44,4341,84,-1,83,66,-1,65,3461,153,37669,38,7669,1,519,27707,2942,10.6182553145415,10.8,534,505,1370,32,182,1904,24,161.714285714286,214,185.714285714286,1039,26.8571428571429,176.571428571429,89,92
2021-02-13,1025837,23293,14793,4194,61,115,3,22,0,527,76,8228,1314,2397,4978,222,39181,118,22,3054,124,8093,4229,-35,4194,63,-2,61,67,-1,66,3475,164,37833,40,7709,-2,511,22242,2549,11.4603003327039,10.8,538,522,1325,32,182,1863,25.4285714285714,164,214,189.428571428571,1060,25.8571428571429,172.285714285714,98,95
2021-02-14,1029284,23354,14816,3447,61,140,5,27,0,534,76,8255,1319,2408,4982,230,39305,145,27,3059,124,8120,3497,-50,3447,62,-1,61,23,0,23,3409,154,37987,8,7717,-4,509,21377,2379,11.1287832717407,11,530,470,1329,19,135,1859,25.4285714285714,161.857142857143,154,187.285714285714,1000,24.2857142857143,173.428571428571,105,93
2021-02-15,1032094,23399,14843,2810,45,217,4,36,0,547,76,8291,1430,2415,5017,230,39500,221,36,3063,124,8156,2875,-65,2810,49,-4,45,27,0,27,3495,96,38083,13,7730,-2,492,22702,2077,9.14897365870848,10.6,536,499,1386,22,143,1922,24.8571428571429,165.142857142857,165,190,1035,24.5714285714286,170,101,97
2021-02-16,1034795,23457,14929,2701,58,175,5,39,0,542,78,8330,1409,2422,5048,225,39652,180,39,3068,124,8195,2735,-34,2701,59,-1,58,88,-2,86,3631,154,38237,49,7779,-1,489,45615,4348,9.53195220870328,9.8,526,528,1400,32,209,1926,25.7142857142857,177.857142857143,241,203.571428571429,1054,24.1428571428571,156,107,114
2021-02-17,1038156,23534,15017,3361,77,165,10,36,0,541,78,8366,1393,2429,5076,228,39796,175,36,3078,124,8231,3416,-55,3361,78,-1,77,89,-1,88,3658,154,38237,49,7779,-1,489,45988,4215,9.16543446116378,9.3,520,516,1399,34,177,1919,27.7142857142857,174.714285714286,211,202.428571428571,1036,23.4285714285714,158.142857142857,118,110
2021-02-18,1042674,23597,15089,4518,63,201,9,25,1,528,78,8392,1404,2435,5099,229,39980,210,26,3087,125,8256,4618,-100,4518,64,-1,63,74,-2,72,3679,149,38557,44,7868,0,487,41946,4124,9.83168836122634,9.5,523,511,1408,33,205,1931,29.1428571428571,176.142857142857,238,205.285714285714,1034,22.5714285714286,159.428571428571,129,110
2021-02-19,1047400,23669,15138,4726,72,161,6,33,0,532,77,8425,1381,2443,5134,218,40126,167,33,3093,125,8289,4761,-35,4726,73,-1,72,50,-1,49,3733,134,38691,29,7897,-3,479,39795,4071,10.2299283829627,9.7,510,515,1433,20,200,1943,27.4285714285714,178.714285714286,220,206.142857142857,1025,24,161.714285714286,114,111
2021-02-20,1051965,23761,15200,4565,92,131,3,39,0,538,77,8464,1289,2450,5141,225,40233,134,39,3096,125,8328,4604,-39,4565,93,-1,92,62,0,62,3787,103,38794,30,7927,-2,471,35565,3452,9.70617179811613,9.9,522,502,1336,20,156,1858,25.7142857142857,175,176,200.714285714286,1024,25.4285714285714,164,101,107
2021-02-21,1056639,23803,15217,4674,42,127,7,36,0,554,77,8500,1288,2454,5147,237,40337,134,36,3103,125,8364,4720,-46,4674,43,-1,42,17,0,17,3961,107,38901,6,7933,-2,465,31894,3300,10.346773687841,10.1,534,461,1315,34,123,1849,27.8571428571429,173.285714285714,157,201.142857142857,995,25.4285714285714,161.857142857143,110,107
2021-02-22,1060801,23868,15249,4162,65,218,9,32,0,564,77,8532,1406,2464,5175,240,40536,227,32,3112,125,8396,4217,-55,4162,65,0,65,32,0,32,4153,85,38986,14,7947,-2,461,48298,4571,9.46416000662553,9.8,561,439,1347,37,122,1908,30,170.285714285714,159,200.285714285714,1000,24.8571428571429,165.142857142857,121,103
2021-02-23,1064598,23927,15343,3797,59,163,6,27,0,550,77,8559,1391,2469,5198,246,40676,169,27,3118,125,8423,3846,-49,3797,59,0,59,94,0,94,4312,75,39061,45,7992,-2,452,46864,4101,8.75085353362923,9.4,538,480,1379,31,199,1917,29.8571428571429,168.857142857143,230,198.714285714286,1018,25.7142857142857,177.857142857143,116,95
2021-02-24,1068960,23975,15406,4362,48,182,8,31,1,548,77,8591,1371,2479,5232,236,40839,190,32,3126,126,8454,4420,-58,4362,49,-1,48,63,0,63,4455,108,39169,28,8020,-1,448,52859,4406,8.33538281087421,8.8,533,508,1350,20,151,1883,27.8571428571429,165.142857142857,171,193,1041,27.7142857142857,174.714285714286,101,95
2021-02-25,1073971,24028,15438,5011,53,160,7,47,0,558,78,8638,1340,2487,5255,251,40970,167,47,3133,126,8501,5048,-37,5011,58,-5,53,33,-1,32,4517,117,39286,17,8037,-1,436,47774,4065,8.50881232469544,8.5,526,499,1361,29,196,1887,27.2857142857143,163.857142857143,225,191.142857142857,1025,29.1428571428571,176.142857142857,94,93
2021-02-26,1079084,24081,15503,5113,53,193,8,28,0,541,77,8666,1328,2495,5281,256,41135,201,28,3141,126,8529,5151,-38,5113,55,-2,53,65,0,65,4572,118,39404,40,8077,1,425,45110,3946,8.74750609620927,8.5,525,493,1339,32,186,1864,29,161.857142857143,218,190.857142857143,1018,27.4285714285714,178.714285714286,106,91
2021-02-27,1084021,24165,15543,4937,84,131,3,22,0,524,77,8689,1271,2499,5294,261,41253,134,22,3144,126,8551,4993,-56,4937,86,-2,84,41,-1,40,4628,82,39486,16,8093,-4,417,38893,3536,9.09161031548093,8.8,518,470,1291,22,185,1809,29.2857142857143,166,207,195.285714285714,988,25.7142857142857,175,114,95
2021-02-28,1088690,24228,15563,4669,63,148,10,43,0,543,77,8732,1289,2505,5298,273,41378,158,43,3154,126,8594,4729,-60,4669,65,-2,63,21,-1,20,4629,56,39542,12,8105,-5,412,37413,3346,8.94341539037233,8.9,526,401,1322,21,160,1848,27.4285714285714,171.285714285714,181,198.714285714286,927,27.8571428571429,173.285714285714,98,99
2021-03-01,1092452,24294,15584,3762,66,233,8,52,1,575,78,8785,1415,2514,5333,273,41576,241,53,3162,127,8646,3826,-64,3762,68,-2,66,22,-1,21,4573,33,39575,2,8107,-4,396,56417,4464,7.91250864101246,8.5,536,434,1375,30,145,1911,26.4285714285714,174.571428571429,175,201,970,30,170.285714285714,88,103
2021-03-02,1096433,24347,15649,3981,53,174,7,39,0,569,78,8824,1401,2527,5375,265,41717,181,39,3169,127,8685,4032,-51,3981,54,-1,53,66,-1,65,4600,62,39637,24,8131,-2,385,54341,4376,8.05285143814063,8.2,540,460,1444,52,228,1984,29.4285714285714,178.714285714286,280,208.142857142857,1000,29.8571428571429,168.857142857143,99,106
2021-03-03,1101430,24396,15697,4997,49,153,6,34,0,556,78,8858,1356,2533,5408,256,41842,159,34,3175,127,8719,5090,-93,4997,50,-1,49,48,0,48,4696,58,39695,29,8160,-1,385,54907,4359,7.9388784672264,8,549,455,1397,49,177,1946,33.5714285714286,182.428571428571,226,216,1004,27.8571428571429,165.142857142857,121,110
2021-03-04,1105544,24456,15730,4114,60,176,5,43,0,568,78,8901,1342,2541,5440,256,41989,181,43,3180,127,8762,4161,-47,4114,61,-1,60,33,0,33,4569,88,39783,14,8174,-2,378,52931,3949,7.46065632616047,7.8,539,485,1384,31,167,1923,33.8571428571429,178.285714285714,198,212.142857142857,1024,27.2857142857143,163.857142857143,124,109
2021-03-05,1110213,24533,15762,4669,77,175,9,38,0,564,78,8939,1326,2546,5478,248,42150,184,38,3189,127,8800,4727,-58,4669,78,-1,77,32,0,32,4508,51,39834,11,8185,-2,365,49327,4116,8.34431447280394,7.9,541,491,1370,39,185,1911,34.8571428571429,178.142857142857,224,213,1032,29,161.857142857143,120,110
2021-03-06,1115549,24578,15803,5336,45,115,9,37,0,572,78,8976,1240,2556,5491,258,42251,124,37,3198,127,8837,5378,-42,5336,45,0,45,42,-1,41,4563,71,39905,25,8210,-3,347,46446,3761,8.09757567928347,8,542,480,1321,36,176,1863,36.8571428571429,176.857142857143,212,213.714285714286,1022,29.2857142857143,166,126,107
