"date","age_group","cases","ggd_code"
"2020-08-07","10-19",1,"GG1911"
"2020-08-07","20-29",2,"GG1911"
"2020-08-08","60-69",2,"GG4816"
"2020-08-08","90+",1,"GG4816"
"2020-08-08","70-79",1,"GG4816"
"2020-08-08","50-59",2,"GG4816"
"2020-08-08","40-49",2,"GG4816"
"2020-08-08","30-39",1,"GG4816"
"2020-08-08","20-29",1,"GG4816"
"2020-08-08","10-19",1,"GG4816"
"2020-08-08","20-29",38,"GG3406"
"2020-08-08","0-9",2,"GG3406"
"2020-08-08","10-19",7,"GG3406"
"2020-08-08","40-49",8,"GG3406"
"2020-08-08","50-59",11,"GG3406"
"2020-08-08","60-69",7,"GG3406"
"2020-08-08","70-79",1,"GG3406"
"2020-08-08","30-39",20,"GG3406"
"2020-08-08","50-59",4,"GG5608"
"2020-08-08","40-49",3,"GG5608"
"2020-08-08","20-29",5,"GG5608"
"2020-08-08","30-39",2,"GG5608"
"2020-08-08","60-69",1,"GG5608"
"2020-08-08","30-39",1,"GG0706"
"2020-08-08","80-89",1,"GG0706"
"2020-08-08","50-59",1,"GG2209"
"2020-08-08","70-79",1,"GG2209"
"2020-08-08","40-49",1,"GG2209"
"2020-08-08","30-39",3,"GG2209"
"2020-08-08","20-29",3,"GG2209"
"2020-08-08","0-9",1,"GG2209"
"2020-08-08","40-49",1,"GG2014"
"2020-08-08","20-29",5,"GG2014"
"2020-08-08","30-39",1,"GG2014"
"2020-08-08","60-69",1,"GG2014"
"2020-08-08","10-19",2,"GG3606"
"2020-08-08","50-59",2,"GG3606"
"2020-08-08","20-29",1,"GG3606"
"2020-08-08","40-49",2,"GG3606"
"2020-08-08","40-49",1,"GG0111"
"2020-08-08","70-79",1,"GG0111"
"2020-08-08","80-89",1,"GG0111"
"2020-08-08","50-59",2,"GG0111"
"2020-08-08","30-39",1,"GG0111"
"2020-08-08","10-19",8,"GG7014"
"2020-08-08","20-29",15,"GG7014"
"2020-08-08","90+",1,"GG7014"
"2020-08-08","80-89",1,"GG7014"
"2020-08-08","40-49",16,"GG7014"
"2020-08-08","50-59",11,"GG7014"
"2020-08-08","70-79",2,"GG7014"
"2020-08-08","30-39",11,"GG7014"
"2020-08-08","60-69",5,"GG7014"
"2020-08-08","60-69",2,"GG5406"
"2020-08-08","40-49",1,"GG5406"
"2020-08-08","50-59",4,"GG5406"
"2020-08-08","20-29",5,"GG5406"
"2020-08-08","10-19",2,"GG5406"
"2020-08-08","60-69",2,"GG4506"
"2020-08-08","30-39",4,"GG4506"
"2020-08-08","10-19",5,"GG4506"
"2020-08-08","50-59",8,"GG4506"
"2020-08-08","20-29",6,"GG4506"
"2020-08-08","40-49",1,"GG4506"
"2020-08-08","60-69",1,"GG2707"
"2020-08-08","20-29",2,"GG2707"
"2020-08-08","50-59",1,"GG2707"
"2020-08-08","30-39",1,"GG2707"
"2020-08-08","40-49",1,"GG2707"
"2020-08-08","40-49",1,"GG1009"
"2020-08-08","10-19",1,"GG1009"
"2020-08-08","30-39",1,"GG1009"
"2020-08-08","20-29",2,"GG1009"
"2020-08-08","40-49",1,"GG3109"
"2020-08-08","20-29",5,"GG3109"
"2020-08-08","50-59",1,"GG3109"
"2020-08-08","10-19",3,"GG3109"
"2020-08-08","30-39",3,"GG3109"
"2020-08-08","20-29",2,"GG6011"
"2020-08-08","10-19",1,"GG6011"
"2020-08-08","40-49",1,"GG6011"
"2020-08-08","60-69",1,"GG6011"
"2020-08-08","50-59",4,"GG6011"
"2020-08-08","60-69",1,"GG1413"
"2020-08-08","20-29",1,"GG1413"
"2020-08-08","40-49",1,"GG1106"
"2020-08-08","20-29",4,"GG1106"
"2020-08-08","10-19",1,"GG1106"
"2020-08-08","60-69",1,"GG1106"
"2020-08-08","10-19",3,"GG2514"
"2020-08-08","0-9",2,"GG2514"
"2020-08-08","40-49",5,"GG2514"
"2020-08-08","30-39",5,"GG2514"
"2020-08-08","20-29",17,"GG2514"
"2020-08-08","60-69",2,"GG2514"
"2020-08-08","50-59",7,"GG2514"
"2020-08-08","80-89",2,"GG4607"
"2020-08-08","60-69",11,"GG4607"
"2020-08-08","30-39",21,"GG4607"
"2020-08-08","40-49",17,"GG4607"
"2020-08-08","70-79",7,"GG4607"
"2020-08-08","50-59",9,"GG4607"
"2020-08-08","20-29",32,"GG4607"
"2020-08-08","10-19",12,"GG4607"
"2020-08-08","0-9",1,"GG5206"
"2020-08-08","70-79",1,"GG5206"
"2020-08-08","10-19",4,"GG5206"
"2020-08-08","50-59",4,"GG5206"
"2020-08-08","60-69",2,"GG5206"
"2020-08-08","30-39",10,"GG5206"
"2020-08-08","20-29",9,"GG5206"
"2020-08-08","30-39",2,"GG7306"
"2020-08-08","10-19",1,"GG7306"
"2020-08-08","50-59",2,"GG7306"
"2020-08-08","40-49",4,"GG7306"
"2020-08-08","20-29",4,"GG7306"
"2020-08-08","10-19",1,"GG5006"
"2020-08-08","20-29",1,"GG5006"
"2020-08-08","40-49",1,"GG5006"
"2020-08-08","50-59",1,"GG5006"
"2020-08-08","50-59",1,"GG6106"
"2020-08-08","40-49",1,"GG6106"
"2020-08-08","20-29",1,"GG6106"
"2020-08-08","60-69",1,"GG6106"
"2020-08-08","70-79",2,"GG6106"
"2020-08-08","30-39",1,"GG1911"
"2020-08-08","20-29",3,"GG1911"
"2020-08-08","40-49",1,"GG1911"
"2020-08-08","50-59",1,"GG1911"
"2020-08-08","10-19",4,"GG1911"
"2020-08-09","10-19",4,"GG4816"
"2020-08-09","0-9",2,"GG4816"
"2020-08-09","50-59",1,"GG4816"
"2020-08-09","40-49",2,"GG4816"
"2020-08-09","20-29",2,"GG4816"
"2020-08-09","0-9",1,"GG3406"
"2020-08-09","10-19",12,"GG3406"
"2020-08-09","50-59",10,"GG3406"
"2020-08-09","60-69",7,"GG3406"
"2020-08-09","70-79",5,"GG3406"
"2020-08-09","90+",1,"GG3406"
"2020-08-09","20-29",45,"GG3406"
"2020-08-09","30-39",13,"GG3406"
"2020-08-09","40-49",6,"GG3406"
"2020-08-09","50-59",4,"GG5608"
"2020-08-09","10-19",1,"GG5608"
"2020-08-09","20-29",2,"GG5608"
"2020-08-09","70-79",1,"GG5608"
"2020-08-09","40-49",2,"GG5608"
"2020-08-09","20-29",2,"GG0706"
"2020-08-09","40-49",1,"GG2209"
"2020-08-09","50-59",1,"GG2209"
"2020-08-09","30-39",1,"GG2209"
"2020-08-09","10-19",2,"GG2209"
"2020-08-09","20-29",3,"GG2209"
"2020-08-09","60-69",1,"GG2014"
"2020-08-09","10-19",1,"GG2014"
"2020-08-09","20-29",2,"GG2014"
"2020-08-09","60-69",1,"GG3606"
"2020-08-09","40-49",1,"GG3606"
"2020-08-09","20-29",3,"GG3606"
"2020-08-09","50-59",4,"GG3606"
"2020-08-09","80-89",1,"GG3606"
"2020-08-09","10-19",1,"GG3606"
"2020-08-09","10-19",1,"GG0111"
"2020-08-09","20-29",5,"GG0111"
"2020-08-09","80-89",1,"GG0111"
"2020-08-09","80-89",2,"GG7014"
"2020-08-09","70-79",2,"GG7014"
"2020-08-09","90+",1,"GG7014"
"2020-08-09","50-59",8,"GG7014"
"2020-08-09","40-49",17,"GG7014"
"2020-08-09","30-39",13,"GG7014"
"2020-08-09","20-29",17,"GG7014"
"2020-08-09","10-19",10,"GG7014"
"2020-08-09","40-49",1,"GG5406"
"2020-08-09","80-89",1,"GG5406"
"2020-08-09","30-39",3,"GG5406"
"2020-08-09","50-59",4,"GG5406"
"2020-08-09","20-29",3,"GG5406"
"2020-08-09","60-69",2,"GG5406"
"2020-08-09","10-19",4,"GG5406"
"2020-08-09","20-29",6,"GG4506"
"2020-08-09","30-39",4,"GG4506"
"2020-08-09","90+",1,"GG4506"
"2020-08-09","40-49",6,"GG4506"
"2020-08-09","60-69",3,"GG4506"
"2020-08-09","50-59",1,"GG4506"
"2020-08-09","0-9",1,"GG4506"
"2020-08-09","10-19",2,"GG2707"
"2020-08-09","50-59",1,"GG2707"
"2020-08-09","60-69",1,"GG1009"
"2020-08-09","20-29",1,"GG1009"
"2020-08-09","60-69",1,"GG3109"
"2020-08-09","10-19",4,"GG3109"
"2020-08-09","50-59",4,"GG3109"
"2020-08-09","20-29",5,"GG3109"
"2020-08-09","10-19",1,"GG6011"
"2020-08-09","0-9",1,"GG6011"
"2020-08-09","20-29",3,"GG6011"
"2020-08-09","50-59",1,"GG6011"
"2020-08-09","0-9",1,"GG1413"
"2020-08-09","10-19",6,"GG1413"
"2020-08-09","50-59",5,"GG1413"
"2020-08-09","80-89",2,"GG1413"
"2020-08-09","20-29",2,"GG1413"
"2020-08-09","40-49",2,"GG1413"
"2020-08-09","70-79",1,"GG1413"
"2020-08-09","10-19",2,"GG1106"
"2020-08-09","20-29",3,"GG1106"
"2020-08-09","50-59",1,"GG1106"
"2020-08-09","60-69",1,"GG1106"
"2020-08-09","40-49",1,"GG1106"
"2020-08-09","30-39",1,"GG1106"
"2020-08-09","80-89",1,"GG2514"
"2020-08-09","60-69",1,"GG2514"
"2020-08-09","10-19",6,"GG2514"
"2020-08-09","20-29",14,"GG2514"
"2020-08-09","70-79",1,"GG2514"
"2020-08-09","40-49",5,"GG2514"
"2020-08-09","30-39",8,"GG2514"
"2020-08-09","50-59",7,"GG2514"
"2020-08-09","90+",1,"GG4607"
"2020-08-09","10-19",6,"GG4607"
"2020-08-09","80-89",6,"GG4607"
"2020-08-09","70-79",3,"GG4607"
"2020-08-09","40-49",13,"GG4607"
"2020-08-09","50-59",10,"GG4607"
"2020-08-09","60-69",9,"GG4607"
"2020-08-09","20-29",35,"GG4607"
"2020-08-09","30-39",21,"GG4607"
"2020-08-09","60-69",2,"GG5206"
"2020-08-09","40-49",9,"GG5206"
"2020-08-09","50-59",6,"GG5206"
"2020-08-09","10-19",5,"GG5206"
"2020-08-09","20-29",4,"GG5206"
"2020-08-09","30-39",4,"GG5206"
"2020-08-09","40-49",1,"GG7306"
"2020-08-09","50-59",2,"GG7306"
"2020-08-09","20-29",1,"GG7306"
"2020-08-09","20-29",1,"GG5006"
"2020-08-09","50-59",1,"GG5006"
"2020-08-09","20-29",1,"GG6106"
"2020-08-09","40-49",1,"GG6106"
"2020-08-09","10-19",2,"GG6106"
"2020-08-09","50-59",3,"GG1911"
"2020-08-09","20-29",1,"GG1911"
"2020-08-09","30-39",2,"GG1911"
"2020-08-09","10-19",1,"GG1911"
"2020-08-10","50-59",3,"GG4816"
"2020-08-10","70-79",3,"GG4816"
"2020-08-10","80-89",1,"GG4816"
"2020-08-10","20-29",3,"GG4816"
"2020-08-10","60-69",1,"GG4816"
"2020-08-10","0-9",1,"GG4816"
"2020-08-10","40-49",3,"GG4816"
"2020-08-10","30-39",3,"GG4816"
"2020-08-10","30-39",27,"GG3406"
"2020-08-10","40-49",10,"GG3406"
"2020-08-10","50-59",11,"GG3406"
"2020-08-10","60-69",6,"GG3406"
"2020-08-10","70-79",2,"GG3406"
"2020-08-10","90+",1,"GG3406"
"2020-08-10","80-89",3,"GG3406"
"2020-08-10","20-29",41,"GG3406"
"2020-08-10","10-19",10,"GG3406"
"2020-08-10","60-69",2,"GG5608"
"2020-08-10","30-39",1,"GG5608"
"2020-08-10","40-49",3,"GG5608"
"2020-08-10","50-59",4,"GG5608"
"2020-08-10","20-29",4,"GG5608"
"2020-08-10","60-69",1,"GG0706"
"2020-08-10","30-39",2,"GG0706"
"2020-08-10","30-39",2,"GG2209"
"2020-08-10","20-29",5,"GG2209"
"2020-08-10","40-49",1,"GG2209"
"2020-08-10","70-79",1,"GG2209"
"2020-08-10","50-59",5,"GG2209"
"2020-08-10","40-49",3,"GG2014"
"2020-08-10","70-79",1,"GG2014"
"2020-08-10","30-39",3,"GG2014"
"2020-08-10","20-29",3,"GG2014"
"2020-08-10","10-19",1,"GG2014"
"2020-08-10","30-39",1,"GG3606"
"2020-08-10","10-19",1,"GG3606"
"2020-08-10","20-29",3,"GG3606"
"2020-08-10","60-69",1,"GG3606"
"2020-08-10","40-49",1,"GG3606"
"2020-08-10","70-79",1,"GG0111"
"2020-08-10","30-39",2,"GG0111"
"2020-08-10","60-69",1,"GG0111"
"2020-08-10","20-29",3,"GG0111"
"2020-08-10","10-19",1,"GG0111"
"2020-08-10","50-59",13,"GG7014"
"2020-08-10","30-39",13,"GG7014"
"2020-08-10","20-29",17,"GG7014"
"2020-08-10","80-89",2,"GG7014"
"2020-08-10","60-69",8,"GG7014"
"2020-08-10","90+",1,"GG7014"
"2020-08-10","10-19",9,"GG7014"
"2020-08-10","70-79",1,"GG7014"
"2020-08-10","40-49",9,"GG7014"
"2020-08-10","30-39",2,"GG5406"
"2020-08-10","10-19",4,"GG5406"
"2020-08-10","50-59",7,"GG5406"
"2020-08-10","60-69",1,"GG5406"
"2020-08-10","40-49",2,"GG5406"
"2020-08-10","20-29",5,"GG5406"
"2020-08-10","20-29",8,"GG4506"
"2020-08-10","10-19",3,"GG4506"
"2020-08-10","30-39",4,"GG4506"
"2020-08-10","80-89",3,"GG4506"
"2020-08-10","50-59",2,"GG4506"
"2020-08-10","40-49",3,"GG4506"
"2020-08-10","20-29",2,"GG2707"
"2020-08-10","10-19",2,"GG2707"
"2020-08-10","60-69",2,"GG2707"
"2020-08-10","40-49",2,"GG2707"
"2020-08-10","50-59",1,"GG2707"
"2020-08-10","30-39",1,"GG2707"
"2020-08-10","20-29",3,"GG1009"
"2020-08-10","60-69",1,"GG1009"
"2020-08-10","40-49",1,"GG1009"
"2020-08-10","60-69",1,"GG3109"
"2020-08-10","80-89",1,"GG3109"
"2020-08-10","40-49",5,"GG3109"
"2020-08-10","30-39",1,"GG3109"
"2020-08-10","70-79",1,"GG3109"
"2020-08-10","50-59",2,"GG3109"
"2020-08-10","10-19",2,"GG3109"
"2020-08-10","20-29",3,"GG3109"
"2020-08-10","10-19",1,"GG6011"
"2020-08-10","80-89",1,"GG6011"
"2020-08-10","60-69",1,"GG6011"
"2020-08-10","20-29",2,"GG6011"
"2020-08-10","30-39",1,"GG6011"
"2020-08-10","20-29",2,"GG1413"
"2020-08-10","10-19",1,"GG1413"
"2020-08-10","50-59",1,"GG1413"
"2020-08-10","30-39",2,"GG1413"
"2020-08-10","40-49",1,"GG1413"
"2020-08-10","10-19",1,"GG1106"
"2020-08-10","40-49",1,"GG1106"
"2020-08-10","30-39",1,"GG1106"
"2020-08-10","20-29",2,"GG1106"
"2020-08-10","70-79",1,"GG1106"
"2020-08-10","50-59",2,"GG1106"
"2020-08-10","70-79",2,"GG2514"
"2020-08-10","60-69",2,"GG2514"
"2020-08-10","20-29",17,"GG2514"
"2020-08-10","10-19",7,"GG2514"
"2020-08-10","50-59",9,"GG2514"
"2020-08-10","30-39",8,"GG2514"
"2020-08-10","40-49",3,"GG2514"
"2020-08-10","0-9",1,"GG2514"
"2020-08-10","30-39",21,"GG4607"
"2020-08-10","20-29",48,"GG4607"
"2020-08-10","40-49",23,"GG4607"
"2020-08-10","80-89",3,"GG4607"
"2020-08-10","50-59",14,"GG4607"
"2020-08-10","70-79",2,"GG4607"
"2020-08-10","10-19",7,"GG4607"
"2020-08-10","60-69",13,"GG4607"
"2020-08-10","0-9",1,"GG4607"
"2020-08-10","30-39",4,"GG5206"
"2020-08-10","20-29",4,"GG5206"
"2020-08-10","60-69",3,"GG5206"
"2020-08-10","0-9",1,"GG5206"
"2020-08-10","10-19",3,"GG5206"
"2020-08-10","70-79",1,"GG5206"
"2020-08-10","50-59",2,"GG5206"
"2020-08-10","40-49",2,"GG5206"
"2020-08-10","60-69",1,"GG7306"
"2020-08-10","50-59",3,"GG7306"
"2020-08-10","30-39",2,"GG7306"
"2020-08-10","40-49",1,"GG7306"
"2020-08-10","20-29",6,"GG7306"
"2020-08-10","10-19",1,"GG7306"
"2020-08-10","60-69",1,"GG5006"
"2020-08-10","10-19",1,"GG5006"
"2020-08-10","20-29",4,"GG5006"
"2020-08-10","60-69",1,"GG6106"
"2020-08-10","40-49",1,"GG6106"
"2020-08-10","20-29",4,"GG6106"
"2020-08-10","30-39",1,"GG6106"
"2020-08-10","80-89",1,"GG6106"
"2020-08-10","70-79",1,"GG6106"
"2020-08-10","60-69",2,"GG1911"
"2020-08-10","30-39",1,"GG1911"
"2020-08-10","50-59",2,"GG1911"
"2020-08-10","40-49",2,"GG1911"
"2020-08-10","20-29",1,"GG1911"
"2020-08-10","10-19",2,"GG1911"
"2020-08-11","70-79",1,"GG4816"
"2020-08-11","40-49",4,"GG4816"
"2020-08-11","30-39",2,"GG4816"
"2020-08-11","10-19",4,"GG4816"
"2020-08-11","60-69",1,"GG4816"
"2020-08-11","20-29",1,"GG4816"
"2020-08-11","20-29",48,"GG3406"
"2020-08-11","30-39",26,"GG3406"
"2020-08-11","10-19",4,"GG3406"
"2020-08-11","60-69",9,"GG3406"
"2020-08-11","40-49",13,"GG3406"
"2020-08-11","50-59",14,"GG3406"
"2020-08-11","90+",1,"GG3406"
"2020-08-11","70-79",6,"GG3406"
"2020-08-11","80-89",1,"GG3406"
"2020-08-11","20-29",6,"GG5608"
"2020-08-11","50-59",4,"GG5608"
"2020-08-11","70-79",1,"GG5608"
"2020-08-11","60-69",2,"GG5608"
"2020-08-11","30-39",2,"GG5608"
"2020-08-11","40-49",2,"GG5608"
"2020-08-11","10-19",2,"GG5608"
"2020-08-11","0-9",1,"GG5608"
"2020-08-11","30-39",1,"GG0706"
"2020-08-11","50-59",1,"GG0706"
"2020-08-11","20-29",1,"GG0706"
"2020-08-11","10-19",1,"GG0706"
"2020-08-11","50-59",2,"GG2209"
"2020-08-11","30-39",4,"GG2209"
"2020-08-11","10-19",1,"GG2209"
"2020-08-11","40-49",1,"GG2209"
"2020-08-11","20-29",3,"GG2209"
"2020-08-11","70-79",1,"GG2209"
"2020-08-11","0-9",1,"GG2209"
"2020-08-11","10-19",3,"GG2014"
"2020-08-11","80-89",1,"GG2014"
"2020-08-11","20-29",5,"GG2014"
"2020-08-11","50-59",3,"GG2014"
"2020-08-11","30-39",3,"GG2014"
"2020-08-11","40-49",1,"GG2014"
"2020-08-11","10-19",1,"GG3606"
"2020-08-11","20-29",3,"GG3606"
"2020-08-11","50-59",2,"GG3606"
"2020-08-11","60-69",2,"GG3606"
"2020-08-11","30-39",1,"GG0111"
"2020-08-11","50-59",2,"GG0111"
"2020-08-11","20-29",2,"GG0111"
"2020-08-11","10-19",2,"GG0111"
"2020-08-11","0-9",4,"GG7014"
"2020-08-11","80-89",2,"GG7014"
"2020-08-11","90+",5,"GG7014"
"2020-08-11","70-79",3,"GG7014"
"2020-08-11","30-39",9,"GG7014"
"2020-08-11","40-49",7,"GG7014"
"2020-08-11","20-29",16,"GG7014"
"2020-08-11","50-59",6,"GG7014"
"2020-08-11","10-19",4,"GG7014"
"2020-08-11","70-79",2,"GG5406"
"2020-08-11","60-69",1,"GG5406"
"2020-08-11","50-59",3,"GG5406"
"2020-08-11","10-19",1,"GG5406"
"2020-08-11","40-49",5,"GG5406"
"2020-08-11","20-29",10,"GG5406"
"2020-08-11","30-39",3,"GG5406"
"2020-08-11","30-39",5,"GG4506"
"2020-08-11","50-59",2,"GG4506"
"2020-08-11","10-19",6,"GG4506"
"2020-08-11","60-69",2,"GG4506"
"2020-08-11","20-29",7,"GG4506"
"2020-08-11","80-89",1,"GG4506"
"2020-08-11","40-49",3,"GG4506"
"2020-08-11","40-49",1,"GG2707"
"2020-08-11","20-29",2,"GG2707"
"2020-08-11","10-19",1,"GG2707"
"2020-08-11","30-39",1,"GG1009"
"2020-08-11","20-29",6,"GG1009"
"2020-08-11","40-49",6,"GG3109"
"2020-08-11","20-29",6,"GG3109"
"2020-08-11","30-39",3,"GG3109"
"2020-08-11","60-69",1,"GG3109"
"2020-08-11","50-59",4,"GG3109"
"2020-08-11","10-19",3,"GG3109"
"2020-08-11","10-19",3,"GG6011"
"2020-08-11","0-9",1,"GG6011"
"2020-08-11","20-29",7,"GG6011"
"2020-08-11","60-69",1,"GG6011"
"2020-08-11","50-59",3,"GG6011"
"2020-08-11","40-49",1,"GG6011"
"2020-08-11","20-29",1,"GG1413"
"2020-08-11","50-59",2,"GG1413"
"2020-08-11","60-69",1,"GG1106"
"2020-08-11","10-19",1,"GG1106"
"2020-08-11","20-29",2,"GG1106"
"2020-08-11","50-59",1,"GG1106"
"2020-08-11","30-39",8,"GG2514"
"2020-08-11","40-49",5,"GG2514"
"2020-08-11","50-59",5,"GG2514"
"2020-08-11","10-19",3,"GG2514"
"2020-08-11","20-29",9,"GG2514"
"2020-08-11","60-69",3,"GG2514"
"2020-08-11","0-9",2,"GG2514"
"2020-08-11","80-89",1,"GG4607"
"2020-08-11","90+",1,"GG4607"
"2020-08-11","10-19",6,"GG4607"
"2020-08-11","60-69",11,"GG4607"
"2020-08-11","70-79",4,"GG4607"
"2020-08-11","20-29",43,"GG4607"
"2020-08-11","50-59",15,"GG4607"
"2020-08-11","30-39",24,"GG4607"
"2020-08-11","40-49",13,"GG4607"
"2020-08-11","50-59",2,"GG5206"
"2020-08-11","30-39",2,"GG5206"
"2020-08-11","10-19",4,"GG5206"
"2020-08-11","20-29",10,"GG5206"
"2020-08-11","50-59",2,"GG7306"
"2020-08-11","80-89",1,"GG7306"
"2020-08-11","70-79",1,"GG7306"
"2020-08-11","10-19",2,"GG7306"
"2020-08-11","30-39",1,"GG7306"
"2020-08-11","60-69",1,"GG7306"
"2020-08-11","20-29",1,"GG7306"
"2020-08-11","10-19",1,"GG5006"
"2020-08-11","20-29",2,"GG5006"
"2020-08-11","50-59",2,"GG5006"
"2020-08-11","10-19",1,"GG6106"
"2020-08-11","20-29",2,"GG6106"
"2020-08-11","50-59",2,"GG6106"
"2020-08-11","60-69",2,"GG6106"
"2020-08-11","30-39",1,"GG6106"
"2020-08-11","40-49",1,"GG6106"
"2020-08-11","10-19",2,"GG1911"
"2020-08-11","50-59",1,"GG1911"
"2020-08-11","80-89",1,"GG1911"
"2020-08-11","30-39",1,"GG1911"
"2020-08-12","30-39",1,"GG4816"
"2020-08-12","20-29",1,"GG4816"
"2020-08-12","80-89",1,"GG4816"
"2020-08-12","40-49",3,"GG4816"
"2020-08-12","60-69",2,"GG4816"
"2020-08-12","50-59",2,"GG4816"
"2020-08-12","10-19",1,"GG4816"
"2020-08-12","10-19",13,"GG3406"
"2020-08-12","20-29",37,"GG3406"
"2020-08-12","90+",1,"GG3406"
"2020-08-12","40-49",10,"GG3406"
"2020-08-12","60-69",5,"GG3406"
"2020-08-12","50-59",9,"GG3406"
"2020-08-12","70-79",5,"GG3406"
"2020-08-12","30-39",31,"GG3406"
"2020-08-12","40-49",1,"GG5608"
"2020-08-12","80-89",1,"GG5608"
"2020-08-12","20-29",7,"GG5608"
"2020-08-12","30-39",5,"GG5608"
"2020-08-12","50-59",1,"GG5608"
"2020-08-12","10-19",3,"GG5608"
"2020-08-12","30-39",1,"GG0706"
"2020-08-12","0-9",1,"GG2209"
"2020-08-12","20-29",2,"GG2209"
"2020-08-12","30-39",3,"GG2209"
"2020-08-12","20-29",5,"GG2014"
"2020-08-12","50-59",2,"GG2014"
"2020-08-12","40-49",4,"GG3606"
"2020-08-12","50-59",1,"GG3606"
"2020-08-12","10-19",2,"GG3606"
"2020-08-12","30-39",2,"GG3606"
"2020-08-12","30-39",1,"GG0111"
"2020-08-12","20-29",6,"GG0111"
"2020-08-12","60-69",1,"GG0111"
"2020-08-12","50-59",16,"GG7014"
"2020-08-12","40-49",15,"GG7014"
"2020-08-12","90+",1,"GG7014"
"2020-08-12","30-39",11,"GG7014"
"2020-08-12","0-9",1,"GG7014"
"2020-08-12","20-29",17,"GG7014"
"2020-08-12","80-89",2,"GG7014"
"2020-08-12","70-79",1,"GG7014"
"2020-08-12","10-19",12,"GG7014"
"2020-08-12","60-69",3,"GG7014"
"2020-08-12","60-69",1,"GG5406"
"2020-08-12","10-19",7,"GG5406"
"2020-08-12","20-29",6,"GG5406"
"2020-08-12","50-59",4,"GG5406"
"2020-08-12","30-39",5,"GG5406"
"2020-08-12","40-49",2,"GG5406"
"2020-08-12","40-49",2,"GG4506"
"2020-08-12","50-59",1,"GG4506"
"2020-08-12","30-39",6,"GG4506"
"2020-08-12","20-29",7,"GG4506"
"2020-08-12","10-19",4,"GG4506"
"2020-08-12","80-89",1,"GG4506"
"2020-08-12","90+",1,"GG4506"
"2020-08-12","20-29",3,"GG2707"
"2020-08-12","10-19",3,"GG2707"
"2020-08-12","30-39",2,"GG2707"
"2020-08-12","50-59",3,"GG2707"
"2020-08-12","0-9",1,"GG2707"
"2020-08-12","40-49",2,"GG2707"
"2020-08-12","20-29",4,"GG1009"
"2020-08-12","30-39",1,"GG1009"
"2020-08-12","50-59",1,"GG1009"
"2020-08-12","60-69",1,"GG1009"
"2020-08-12","40-49",2,"GG3109"
"2020-08-12","80-89",1,"GG3109"
"2020-08-12","50-59",4,"GG3109"
"2020-08-12","10-19",3,"GG3109"
"2020-08-12","30-39",2,"GG3109"
"2020-08-12","20-29",4,"GG3109"
"2020-08-12","20-29",2,"GG6011"
"2020-08-12","50-59",3,"GG6011"
"2020-08-12","10-19",5,"GG6011"
"2020-08-12","30-39",2,"GG6011"
"2020-08-12","60-69",1,"GG6011"
"2020-08-12","60-69",1,"GG1413"
"2020-08-12","50-59",1,"GG1413"
"2020-08-12","40-49",1,"GG1413"
"2020-08-12","0-9",1,"GG1413"
"2020-08-12","20-29",6,"GG1413"
"2020-08-12","70-79",1,"GG1413"
"2020-08-12","30-39",1,"GG1106"
"2020-08-12","50-59",3,"GG1106"
"2020-08-12","60-69",2,"GG1106"
"2020-08-12","40-49",1,"GG1106"
"2020-08-12","20-29",5,"GG1106"
"2020-08-12","10-19",6,"GG2514"
"2020-08-12","30-39",4,"GG2514"
"2020-08-12","50-59",5,"GG2514"
"2020-08-12","20-29",18,"GG2514"
"2020-08-12","40-49",6,"GG2514"
"2020-08-12","60-69",1,"GG2514"
"2020-08-12","20-29",31,"GG4607"
"2020-08-12","10-19",8,"GG4607"
"2020-08-12","30-39",21,"GG4607"
"2020-08-12","50-59",13,"GG4607"
"2020-08-12","90+",2,"GG4607"
"2020-08-12","40-49",17,"GG4607"
"2020-08-12","70-79",5,"GG4607"
"2020-08-12","60-69",10,"GG4607"
"2020-08-12","0-9",2,"GG4607"
"2020-08-12","80-89",1,"GG4607"
"2020-08-12","20-29",6,"GG5206"
"2020-08-12","50-59",2,"GG5206"
"2020-08-12","60-69",1,"GG5206"
"2020-08-12","30-39",3,"GG5206"
"2020-08-12","0-9",1,"GG5206"
"2020-08-12","10-19",7,"GG5206"
"2020-08-12","40-49",1,"GG5206"
"2020-08-12","40-49",2,"GG7306"
"2020-08-12","10-19",3,"GG7306"
"2020-08-12","20-29",4,"GG7306"
"2020-08-12","30-39",2,"GG7306"
"2020-08-12","50-59",1,"GG7306"
"2020-08-12","70-79",1,"GG5006"
"2020-08-12","20-29",4,"GG5006"
"2020-08-12","50-59",2,"GG5006"
"2020-08-12","30-39",3,"GG6106"
"2020-08-12","10-19",2,"GG6106"
"2020-08-12","20-29",2,"GG6106"
"2020-08-12","60-69",1,"GG6106"
"2020-08-12","40-49",3,"GG6106"
"2020-08-12","40-49",2,"GG1911"
"2020-08-12","20-29",3,"GG1911"
"2020-08-12","30-39",4,"GG1911"
"2020-08-13","10-19",1,"GG4816"
"2020-08-13","40-49",2,"GG4816"
"2020-08-13","80-89",2,"GG4816"
"2020-08-13","70-79",3,"GG4816"
"2020-08-13","30-39",2,"GG4816"
"2020-08-13","60-69",1,"GG4816"
"2020-08-13","50-59",3,"GG4816"
"2020-08-13","20-29",2,"GG4816"
"2020-08-13","90+",1,"GG3406"
"2020-08-13","80-89",2,"GG3406"
"2020-08-13","70-79",2,"GG3406"
