"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-03-23",395,24,98,1,569,71,669,1523,70,20,39,2170,419,99,197,9
"2020-03-24",392,23,107,0,650,73,781,1754,77,23,44,2557,415,107,220,9
"2020-03-25",420,23,114,1,750,74,900,1963,89,27,53,2958,443,115,243,10
"2020-03-26",419,31,104,1,836,74,1012,2166,111,36,56,3380,450,105,274,11
"2020-03-27",522,34,112,1,923,73,1130,2398,125,42,72,3892,556,113,308,12
"2020-03-28",287,25,99,2,989,73,1235,2332,143,46,89,4158,312,101,333,14
"2020-03-29",238,18,88,1,1037,74,1328,2293,169,57,100,4395,256,89,351,15
"2020-03-30",395,25,127,3,1126,74,1461,2438,188,66,119,4792,420,130,376,18
"2020-03-31",288,38,107,0,1189,74,1571,2394,220,82,127,5109,326,107,414,18
"2020-04-01",281,41,71,1,1206,75,1645,2296,240,100,136,5412,322,72,455,19
"2020-04-02",315,36,88,2,1251,75,1743,2290,263,114,149,5758,351,90,491,21
"2020-04-03",293,51,76,0,1279,75,1822,2283,296,136,157,6090,344,76,542,21
"2020-04-04",177,20,62,2,1281,74,1887,2097,315,149,175,6279,197,64,562,23
"2020-04-05",204,21,72,1,1301,75,1962,2059,337,158,196,6492,225,73,583,24
"2020-04-06",286,56,60,0,1310,75,2024,2164,355,180,210,6813,342,60,639,24
"2020-04-07",191,51,55,0,1312,75,2082,2041,388,203,241,7046,242,55,690,24
"2020-04-08",189,32,55,0,1281,75,2141,1916,404,227,254,7259,221,55,722,24
"2020-04-09",170,35,50,0,1278,75,2192,1749,415,255,259,7454,205,50,757,24
"2020-04-10",193,35,48,0,1283,75,2241,1673,444,282,266,7671,228,48,792,24
"2020-04-11",130,20,26,2,1249,75,2270,1495,459,301,286,7814,150,28,812,26
"2020-04-12",121,32,34,1,1231,75,2305,1436,472,317,315,7964,153,35,844,27
"2020-04-13",147,32,44,0,1216,75,2351,1437,494,332,341,8136,179,44,876,27
"2020-04-14",146,31,34,2,1190,76,2388,1452,504,382,334,8304,177,36,907,29
"2020-04-15",106,13,22,1,1165,76,2412,1358,523,434,332,8414,119,23,920,30
"2020-04-16",104,18,28,0,1132,76,2441,1248,540,482,319,8529,122,28,938,30
"2020-04-17",135,25,25,0,1103,76,2467,1212,559,528,320,8674,160,25,963,30
"2020-04-18",72,15,18,0,1056,76,2485,1073,573,550,337,8753,87,18,978,30
"2020-04-19",75,11,19,0,1026,76,2505,1042,589,556,360,8831,86,19,989,30
"2020-04-20",99,21,25,1,1006,76,2532,1083,608,612,345,8940,120,26,1010,31
"2020-04-21",105,26,20,0,970,76,2554,1044,629,663,344,9059,131,20,1036,31
"2020-04-22",81,22,14,0,914,77,2569,970,646,706,339,9159,103,14,1058,31
"2020-04-23",88,34,16,0,873,77,2585,932,660,752,317,9274,122,16,1092,31
"2020-04-24",76,26,17,1,856,76,2604,885,672,812,286,9366,102,18,1118,32
"2020-04-25",39,24,13,0,827,76,2618,764,682,829,291,9429,63,13,1142,32
"2020-04-26",38,25,13,0,804,76,2631,737,695,837,308,9488,63,13,1167,32
"2020-04-27",55,17,14,0,780,76,2645,725,706,847,324,9555,72,14,1184,32
"2020-04-28",83,24,14,1,759,76,2660,747,710,895,311,9653,107,15,1208,33
"2020-04-29",55,21,11,0,731,76,2672,698,716,932,311,9716,76,11,1229,33
"2020-04-30",57,23,18,0,706,76,2690,676,727,975,295,9789,80,18,1252,33
"2020-05-01",49,11,9,0,672,76,2699,622,730,1016,297,9842,60,9,1263,33
"2020-05-02",26,12,9,0,632,76,2708,539,740,1030,298,9879,38,9,1275,33
"2020-05-03",35,10,10,0,619,76,2719,525,745,1037,310,9920,45,10,1285,33
"2020-05-04",57,20,11,1,609,76,2731,571,751,1079,305,9988,77,12,1305,34
"2020-05-05",28,8,3,0,568,76,2734,500,757,1091,320,10020,36,3,1313,34
"2020-05-06",52,15,5,0,541,73,2740,512,762,1127,312,10079,67,5,1328,34
"2020-05-07",44,14,8,1,520,72,2750,488,770,1164,307,10132,58,9,1342,35
"2020-05-08",53,22,7,0,488,72,2757,485,774,1198,296,10201,75,7,1364,35
"2020-05-09",29,7,5,0,466,72,2762,436,780,1207,304,10234,36,5,1371,35
"2020-05-10",22,17,4,1,449,72,2767,426,782,1210,313,10269,39,5,1388,36
"2020-05-11",41,20,7,1,443,73,2775,452,789,1247,312,10325,61,8,1408,37
"2020-05-12",23,27,2,0,401,71,2777,427,792,1289,290,10372,50,2,1435,37
"2020-05-13",34,26,3,1,383,71,2781,409,796,1321,287,10428,60,4,1461,38
"2020-05-14",22,19,8,1,358,71,2790,383,799,1349,275,10466,41,9,1480,39
"2020-05-15",31,22,3,0,341,71,2794,366,805,1384,254,10516,53,3,1502,39
"2020-05-16",16,6,7,1,326,70,2803,317,806,1394,253,10536,22,8,1508,40
"2020-05-17",28,11,4,0,321,70,2808,331,806,1398,257,10573,39,4,1519,40
"2020-05-18",35,22,4,0,316,70,2812,372,807,1430,260,10625,57,4,1541,40
"2020-05-19",15,11,1,1,283,67,2814,347,809,1462,241,10650,26,2,1552,41
"2020-05-20",29,16,2,0,272,66,2817,338,814,1492,227,10690,45,2,1568,41
"2020-05-21",14,7,2,0,251,66,2819,300,818,1498,233,10707,21,2,1575,41
"2020-05-22",28,18,4,0,240,66,2824,325,821,1531,217,10749,46,4,1593,41
"2020-05-23",12,7,3,0,223,63,2827,285,822,1534,220,10765,19,3,1600,41
"2020-05-24",18,13,7,0,222,63,2834,283,824,1534,230,10795,31,7,1613,41
"2020-05-25",33,22,1,0,212,62,2835,316,825,1558,232,10845,55,1,1635,41
"2020-05-26",25,12,4,0,189,62,2839,310,827,1577,225,10880,37,4,1647,41
"2020-05-27",18,13,3,1,174,58,2843,287,828,1601,210,10908,31,4,1660,42
"2020-05-28",14,11,1,0,166,57,2844,263,830,1632,190,10928,25,1,1671,42
"2020-05-29",23,13,1,2,156,56,2847,263,833,1651,179,10960,36,3,1684,44
"2020-05-30",20,5,2,0,146,54,2849,245,834,1658,174,10983,25,2,1689,44
"2020-05-31",7,7,3,0,147,54,2852,236,834,1658,181,10996,14,3,1696,44
"2020-06-01",12,7,4,0,144,53,2856,242,836,1658,183,11012,19,4,1703,44
"2020-06-02",18,16,1,0,140,53,2857,262,836,1683,175,11044,34,1,1719,44
"2020-06-03",16,9,4,0,127,50,2861,254,840,1703,160,11064,25,4,1728,44
"2020-06-04",13,18,5,0,124,52,2866,246,842,1722,143,11091,31,5,1746,44
"2020-06-05",9,9,3,0,122,51,2869,230,842,1733,134,11108,18,3,1755,44
"2020-06-06",3,6,2,0,121,51,2871,197,844,1735,135,11117,9,2,1761,44
"2020-06-07",3,9,3,0,120,50,2874,196,844,1737,135,11129,12,3,1770,44
"2020-06-08",9,7,0,0,119,49,2875,200,844,1753,127,11145,16,0,1777,44
"2020-06-09",9,9,2,0,111,48,2877,183,844,1763,121,11162,18,2,1786,44
"2020-06-10",5,6,2,0,108,48,2879,166,845,1776,112,11172,11,2,1792,44
"2020-06-11",14,11,1,0,104,48,2880,171,846,1788,106,11193,25,1,1803,44
"2020-06-12",7,4,3,0,101,47,2883,163,847,1796,101,11204,11,3,1807,44
"2020-06-13",4,4,2,0,99,45,2885,141,848,1796,101,11210,8,2,1811,44
"2020-06-14",2,5,0,0,98,44,2885,138,850,1798,99,11217,7,0,1816,44
"2020-06-15",5,5,1,0,97,44,2886,142,851,1816,91,11226,10,1,1821,44
"2020-06-16",7,5,2,0,89,44,2888,139,853,1822,89,11238,12,2,1826,44
"2020-06-17",6,6,0,0,82,42,2888,130,854,1828,89,11248,12,0,1832,44
"2020-06-18",2,11,1,0,75,41,2889,132,855,1835,88,11261,13,1,1843,44
"2020-06-19",3,8,0,0,69,38,2890,128,856,1844,81,11271,11,0,1851,44
"2020-06-20",4,5,2,0,67,38,2892,113,857,1844,84,11279,9,2,1856,44
"2020-06-21",4,9,0,0,63,36,2892,116,858,1844,84,11291,13,0,1865,44
"2020-06-22",7,7,3,0,65,38,2895,123,859,1849,86,11305,14,3,1872,44
"2020-06-23",6,9,1,0,58,35,2896,123,860,1855,83,11316,15,1,1881,44
"2020-06-24",3,10,1,1,55,34,2898,119,861,1862,78,11329,13,2,1891,45
"2020-06-25",8,8,1,0,53,33,2899,124,861,1868,77,11344,16,1,1899,45
"2020-06-26",3,5,0,0,48,31,2899,123,862,1872,77,11351,8,0,1904,45
"2020-06-27",0,1,0,0,44,29,2899,99,863,1872,80,11352,1,0,1905,45
"2020-06-28",4,8,0,0,40,28,2899,105,863,1872,80,11364,12,0,1913,45
"2020-06-29",8,7,0,0,40,28,2899,118,863,1875,80,11376,15,0,1920,45
"2020-06-30",2,4,2,0,39,27,2901,104,863,1882,76,11382,6,2,1924,45
"2020-07-01",3,3,0,0,35,25,2901,96,863,1885,74,11388,6,0,1927,45
"2020-07-02",4,3,1,1,36,26,2903,91,864,1889,72,11393,7,2,1930,46
"2020-07-03",4,5,0,0,33,25,2903,90,864,1897,64,11400,9,0,1935,46
"2020-07-04",0,2,1,0,34,25,2904,81,864,1897,65,11402,2,1,1937,46
"2020-07-05",1,4,0,0,33,24,2904,82,864,1898,65,11406,5,0,1941,46
"2020-07-06",2,5,0,0,32,23,2904,90,865,1903,62,11413,7,0,1946,46
"2020-07-07",3,5,1,0,30,22,2905,92,866,1906,61,11420,8,1,1951,46
"2020-07-08",3,7,2,0,27,22,2907,93,866,1909,59,11430,10,2,1958,46
"2020-07-09",3,7,1,0,27,21,2908,94,866,1912,56,11439,10,1,1965,46
"2020-07-10",5,6,2,0,29,21,2910,101,867,1912,57,11448,11,2,1971,46
"2020-07-11",2,1,0,0,26,19,2910,88,867,1912,57,11450,3,0,1972,46
"2020-07-12",3,3,1,0,27,19,2911,90,868,1914,56,11455,6,1,1975,46
"2020-07-13",4,5,0,0,26,20,2911,100,869,1915,57,11464,9,0,1980,46
"2020-07-14",5,5,0,0,23,20,2911,102,869,1916,57,11473,10,0,1985,46
"2020-07-15",1,4,1,0,23,19,2912,92,869,1920,55,11478,5,1,1989,46
"2020-07-16",2,8,1,0,22,19,2913,92,869,1924,51,11488,10,1,1997,46
"2020-07-17",5,3,0,0,24,18,2913,92,869,1924,52,11495,8,0,2000,46
"2020-07-18",4,7,0,0,23,17,2913,94,869,1924,52,11506,11,0,2007,46
"2020-07-19",4,3,1,0,25,17,2914,99,869,1924,53,11513,7,1,2010,46
"2020-07-20",3,6,0,0,24,17,2914,106,869,1929,49,11521,9,0,2016,46
"2020-07-21",8,5,2,1,26,17,2917,107,869,1931,50,11530,13,3,2021,47
"2020-07-22",3,1,1,0,24,17,2918,96,870,1934,48,11534,4,1,2022,47
"2020-07-23",8,8,1,0,23,17,2919,104,870,1936,48,11550,16,1,2030,47
"2020-07-24",9,1,1,1,23,17,2921,98,870,1940,48,11559,10,2,2031,48
"2020-07-25",8,4,1,0,20,15,2922,97,871,1941,49,11571,12,1,2035,48
"2020-07-26",3,2,1,0,20,14,2924,99,871,1941,49,11576,5,1,2037,48
"2020-07-27",5,6,4,0,24,17,2928,106,872,1943,48,11586,11,4,2043,48
"2020-07-28",9,3,0,0,23,17,2928,107,873,1945,47,11597,12,0,2046,48
"2020-07-29",4,1,0,0,22,16,2928,100,874,1946,47,11601,5,0,2047,48
"2020-07-30",11,3,3,0,25,17,2931,103,874,1949,45,11615,14,3,2050,48
"2020-07-31",10,1,4,0,28,19,2935,107,875,1949,43,11625,11,4,2051,48
"2020-08-01",7,4,2,0,28,19,2937,109,875,1950,43,11635,11,2,2055,48
"2020-08-02",9,1,2,0,29,20,2939,118,875,1950,43,11644,10,2,2056,48
"2020-08-03",11,4,4,0,33,22,2943,128,875,1950,44,11659,15,4,2060,48
"2020-08-04",8,5,3,0,35,24,2946,127,876,1951,44,11672,13,3,2065,48
"2020-08-05",7,3,2,0,34,23,2948,122,876,1954,41,11681,10,2,2068,48
"2020-08-06",9,2,2,0,36,25,2950,119,876,1955,40,11691,11,2,2070,48
"2020-08-07",12,2,1,0,36,24,2951,125,876,1956,39,11704,14,1,2072,48
"2020-08-08",14,3,1,0,36,25,2952,127,876,1956,40,11720,17,1,2075,48
"2020-08-09",14,5,5,1,41,28,2958,141,878,1957,43,11738,19,6,2080,49
"2020-08-10",12,5,4,0,40,29,2963,151,878,1958,43,11755,17,4,2085,49
"2020-08-11",23,5,3,0,43,29,2967,167,879,1959,45,11782,28,3,2090,49
"2020-08-12",16,1,4,0,43,27,2971,173,879,1960,50,11799,17,4,2091,49
"2020-08-13",17,7,4,0,41,28,2975,175,879,1961,50,11821,24,4,2098,49
"2020-08-14",12,4,7,0,46,29,2982,176,880,1962,53,11836,16,7,2102,49
"2020-08-15",14,4,1,1,44,29,2984,172,881,1962,56,11854,18,2,2106,50
"2020-08-16",14,5,5,1,47,31,2990,179,882,1963,55,11872,19,6,2111,51
"2020-08-17",14,9,6,2,54,32,2998,196,884,1967,56,11894,23,8,2120,53
"2020-08-18",10,3,2,0,48,33,3000,189,884,1970,56,11904,13,2,2123,53
"2020-08-19",12,1,3,0,47,31,3003,185,884,1975,54,11914,13,3,2124,53
"2020-08-20",19,3,5,0,49,35,3008,193,884,1978,50,11936,22,5,2127,53
"2020-08-21",15,10,6,0,53,35,3014,188,885,1982,49,11960,25,6,2137,53
"2020-08-22",10,3,0,0,49,33,3014,167,885,1982,51,11973,13,0,2140,53
"2020-08-23",13,1,5,0,52,36,3019,171,885,1983,51,11985,14,5,2141,53
"2020-08-24",10,5,1,0,52,37,3021,178,886,1985,56,11999,15,1,2146,53
"2020-08-25",16,5,3,0,47,32,3024,183,886,1986,57,12016,21,3,2151,53
"2020-08-26",8,6,0,0,45,32,3024,168,886,1992,54,12030,14,0,2157,53
"2020-08-27",6,0,2,0,44,31,3026,153,886,1995,55,12036,6,2,2157,53
"2020-08-28",10,2,0,0,41,31,3027,157,887,2001,50,12047,12,0,2159,53
"2020-08-29",3,3,2,0,42,31,3030,141,887,2002,49,12052,6,2,2162,53
"2020-08-30",8,2,3,0,47,33,3033,140,888,2002,50,12062,10,3,2164,53
"2020-08-31",11,7,2,0,47,32,3035,154,890,2005,50,12080,18,2,2171,53
"2020-09-01",12,5,2,0,43,32,3037,155,891,2007,50,12094,17,2,2176,53
"2020-09-02",15,14,0,1,41,30,3038,167,891,2009,50,12122,29,1,2190,54
"2020-09-03",9,5,5,0,44,28,3043,160,891,2012,47,12134,14,5,2195,54
"2020-09-04",12,7,4,0,49,30,3047,166,892,2013,50,12152,19,4,2202,54
"2020-09-05",11,3,1,0,45,30,3048,160,892,2015,50,12166,14,1,2205,54
"2020-09-06",17,7,4,0,47,32,3052,178,892,2016,52,12188,24,4,2212,54
"2020-09-07",21,7,2,0,46,31,3054,199,892,2016,53,12214,28,2,2219,54
"2020-09-08",17,10,3,1,49,30,3059,215,893,2019,54,12241,27,4,2229,55
"2020-09-09",21,12,2,0,48,29,3062,227,894,2022,52,12272,33,2,2241,55
"2020-09-10",12,8,5,0,51,30,3067,224,895,2024,50,12291,20,5,2249,55
"2020-09-11",31,9,5,0,56,32,3073,242,895,2025,50,12328,40,5,2258,55
"2020-09-12",16,9,6,1,62,34,3080,248,895,2026,51,12352,25,7,2267,56
"2020-09-13",15,16,2,1,63,34,3083,267,895,2026,51,12383,31,3,2283,57
"2020-09-14",15,47,5,5,74,35,3094,319,895,2028,53,12445,62,10,2330,62
"2020-09-15",2,5,3,2,75,33,3099,312,895,2030,55,12452,7,5,2335,64
