"Datum","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90","Totaal","Type"
"2021-03-30",0,0,0,0,0,0,0,0,5,2,0,4,1,0,0,0,12,"IC"
"2021-03-31",0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,8,"IC"
"2021-04-01",0,0,0,0,0,0,0,0,2,1,5,4,2,1,0,0,15,"IC"
"2021-04-02",0,0,0,0,0,0,0,0,2,3,4,4,3,0,0,0,16,"IC"
"2021-04-03",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4,"IC"
"2021-04-04",0,0,0,0,0,0,0,1,0,-1,2,2,1,2,0,0,7,"IC"
"2021-04-05",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,"IC"
"2021-04-06",0,0,0,0,0,0,1,0,1,3,3,5,2,2,0,0,17,"IC"
"2021-04-07",0,0,0,0,0,0,1,0,1,1,2,2,2,1,0,0,10,"IC"
"2021-04-08",0,0,0,0,0,0,1,1,2,2,1,4,2,3,0,0,16,"IC"
"2021-04-09",0,0,1,0,0,0,0,0,0,3,0,6,3,1,0,0,14,"IC"
"2021-04-10",0,0,0,0,0,0,1,1,1,0,1,1,6,0,0,0,11,"IC"
"2021-04-11",0,0,0,0,0,0,0,0,2,3,1,3,3,0,0,0,12,"IC"
"2021-04-12",0,0,0,0,0,1,0,1,0,5,3,4,2,0,0,0,16,"IC"
"2021-04-13",0,0,0,0,0,1,0,0,2,3,3,4,4,0,0,0,17,"IC"
"2021-04-14",0,0,0,0,0,0,1,1,2,2,5,3,1,1,0,0,16,"IC"
"2021-04-15",0,0,0,0,0,0,1,1,0,4,6,3,2,0,0,0,17,"IC"
"2021-04-16",0,0,0,0,0,0,0,0,1,3,2,1,3,1,0,0,11,"IC"
"2021-04-17",0,0,0,1,1,1,0,0,0,1,3,4,2,1,0,0,14,"IC"
"2021-04-18",0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,9,"IC"
"2021-04-19",0,0,0,0,0,1,0,0,2,0,5,3,1,0,0,0,12,"IC"
"2021-04-20",0,0,0,0,0,0,0,1,0,4,6,3,1,1,0,0,16,"IC"
"2021-04-21",0,0,0,0,0,0,0,1,1,1,2,3,1,1,0,0,10,"IC"
"2021-04-22",0,0,0,0,0,0,1,0,1,4,4,4,3,0,0,0,17,"IC"
"2021-04-23",0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,10,"IC"
"2021-04-24",0,0,0,0,0,0,0,0,2,1,5,3,3,0,0,0,14,"IC"
"2021-04-25",0,0,0,0,0,0,0,1,1,1,2,5,2,0,0,0,12,"IC"
"2021-04-26",1,0,0,0,0,0,0,1,0,5,3,2,3,0,0,0,15,"IC"
"2021-04-27",0,0,0,0,0,0,0,1,0,1,2,4,0,1,0,0,9,"IC"
"2021-04-28",0,0,0,0,1,0,0,3,0,2,1,3,2,1,0,0,13,"IC"
"2021-04-29",0,0,0,0,-1,0,0,1,0,3,7,3,2,0,0,0,15,"IC"
"2021-04-30",0,0,0,0,0,0,1,0,0,1,3,5,5,1,1,0,17,"IC"
"2021-05-01",0,0,0,0,0,0,0,2,2,1,3,3,1,0,0,0,12,"IC"
"2021-05-02",0,0,0,0,0,0,0,0,2,1,3,3,2,0,0,0,11,"IC"
"2021-05-03",0,0,0,0,0,0,0,1,1,2,6,6,4,1,1,0,22,"IC"
"2021-05-04",0,0,0,0,0,0,0,1,0,2,3,8,2,0,0,0,16,"IC"
"2021-05-05",0,0,1,0,0,1,0,0,1,1,1,5,2,0,0,0,12,"IC"
"2021-05-06",0,0,0,0,0,0,0,0,1,3,7,4,6,1,0,0,22,"IC"
"2021-05-07",0,0,0,0,0,0,0,-1,2,0,3,3,1,1,0,0,9,"IC"
"2021-05-08",0,0,0,0,0,0,0,2,2,0,2,8,4,0,0,0,18,"IC"
"2021-05-09",0,0,0,0,0,0,1,0,0,1,5,2,1,0,0,0,10,"IC"
"2021-05-10",0,0,0,0,0,0,0,2,0,2,3,3,3,0,0,0,13,"IC"
"2021-05-11",0,0,0,0,0,0,0,0,1,2,5,3,2,1,0,0,14,"IC"
"2021-05-12",0,0,0,0,0,0,0,0,1,4,3,3,2,0,0,0,13,"IC"
"2021-05-13",0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,6,"IC"
"2021-05-14",0,0,0,0,0,0,0,1,1,1,3,2,2,0,0,0,10,"IC"
"2021-05-15",0,0,0,0,0,0,0,1,1,1,2,3,2,0,0,0,10,"IC"
"2021-05-16",0,0,0,0,0,1,1,0,1,0,2,9,0,1,0,0,15,"IC"
"2021-05-17",0,0,0,1,0,0,0,1,1,1,2,0,2,0,0,0,8,"IC"
"2021-05-18",0,0,1,0,1,0,0,0,0,1,1,6,1,-1,0,0,10,"IC"
"2021-05-19",0,0,0,0,0,1,0,0,0,2,3,7,2,0,0,0,15,"IC"
"2021-05-20",0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,6,"IC"
"2021-05-21",0,0,0,0,0,0,0,0,-1,2,3,6,1,0,0,0,11,"IC"
"2021-05-22",0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,7,"IC"
"2021-05-23",0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,6,"IC"
"2021-05-24",0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,5,"IC"
"2021-05-25",0,0,0,0,0,0,1,1,1,3,5,2,2,0,0,0,15,"IC"
"2021-05-26",0,0,0,0,0,0,0,0,0,1,5,4,2,1,1,0,14,"IC"
"2021-05-27",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,"IC"
"2021-05-28",0,0,0,0,0,0,1,1,0,0,1,5,2,0,0,0,10,"IC"
"2021-05-29",0,0,0,0,0,0,3,0,1,0,2,2,2,0,0,0,10,"IC"
"2021-05-30",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,"IC"
"2021-05-31",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,"IC"
"2021-06-01",0,0,0,0,0,0,0,0,2,1,1,2,6,1,0,0,13,"IC"
"2021-06-02",0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,9,"IC"
"2021-06-03",0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,5,"IC"
"2021-06-04",0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,6,"IC"
"2021-06-05",0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,6,"IC"
"2021-06-06",0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,5,"IC"
"2021-06-07",0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,"IC"
"2021-06-08",0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,9,"IC"
"2021-06-09",0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,6,"IC"
"2021-06-10",0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,"IC"
"2021-06-11",0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,5,"IC"
"2021-06-12",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2021-06-13",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,"IC"
"2021-06-14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"IC"
"2021-06-15",0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,6,"IC"
"2021-06-16",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,"IC"
"2021-06-17",0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,8,"IC"
"2021-06-18",0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,6,"IC"
"2021-06-19",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,"IC"
"2021-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-06-21",0,0,0,1,0,0,0,0,1,-1,0,2,0,-1,0,0,2,"IC"
"2021-06-22",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,"IC"
"2021-06-23",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,"IC"
"2021-06-24",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,"IC"
"2021-06-25",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,"IC"
"2021-06-26",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,"IC"
"2021-06-27",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"IC"
"2021-06-28",0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,6,"IC"
"2021-06-29",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,"IC"
"2021-06-30",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,"IC"
"2021-07-01",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,"IC"
"2021-07-02",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"IC"
"2021-07-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-07-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-07-05",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2021-07-06",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"IC"
"2021-07-07",0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,5,"IC"
"2021-07-08",0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,"IC"
"2021-07-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-07-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-07-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2021-07-12",0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4,"IC"
