date,lower,mid,upper
2020-11-09,0.96,1.03,1.12
2020-11-10,0.98,1.06,1.15
2020-11-11,1,1.09,1.19
2020-11-12,1.01,1.12,1.24
2020-11-13,1.01,1.15,1.3
2020-11-14,1,1.18,1.37
2020-11-15,0.98,1.2,1.45
2020-11-16,0.96,1.22,1.53
2020-11-17,0.94,1.25,1.62
2020-11-18,0.91,1.26,1.72
2020-11-19,0.88,1.28,1.81
2020-11-20,0.86,1.29,1.92
2020-11-21,0.82,1.3,2.04
