Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-07-02T11:31:02Z,2021-04-26,B.1.427/B.1.429,Epsilon,VOI,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,P.3,Theta,VOI,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,B.1.616,"",VOI,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,B.1.617.1,Kappa,VOI,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,B.1.620,"",VOI,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,B.1.621,"",VOI,1742,1
1,2021-07-02T11:31:02Z,2021-04-26,C.37,Lambda,VUM,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,B.1.526,Iota,VUM,1742,0
1,2021-07-02T11:31:02Z,2021-04-26,P.2,Zeta,VUM,1742,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.1.7,Alpha,VOC,1673,1619
1,2021-07-02T11:31:02Z,2021-05-03,B.1.1.7+S:E484K,"",VOC,1673,2
1,2021-07-02T11:31:02Z,2021-05-03,B.1.351,Beta,VOC,1673,12
1,2021-07-02T11:31:02Z,2021-05-03,P.1,Gamma,VOC,1673,35
1,2021-07-02T11:31:02Z,2021-05-03,B.1.617.2,Delta,VOC,1673,1
1,2021-07-02T11:31:02Z,2021-05-03,B.1.525,Eta,VOI,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.427/B.1.429,Epsilon,VOI,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,P.3,Theta,VOI,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.616,"",VOI,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.617.1,Kappa,VOI,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.620,"",VOI,1673,1
1,2021-07-02T11:31:02Z,2021-05-03,B.1.621,"",VOI,1673,3
1,2021-07-02T11:31:02Z,2021-05-03,C.37,Lambda,VUM,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,B.1.526,Iota,VUM,1673,0
1,2021-07-02T11:31:02Z,2021-05-03,P.2,Zeta,VUM,1673,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.1.7,Alpha,VOC,1644,1586
1,2021-07-02T11:31:02Z,2021-05-10,B.1.1.7+S:E484K,"",VOC,1644,4
1,2021-07-02T11:31:02Z,2021-05-10,B.1.351,Beta,VOC,1644,8
1,2021-07-02T11:31:02Z,2021-05-10,P.1,Gamma,VOC,1644,32
1,2021-07-02T11:31:02Z,2021-05-10,B.1.617.2,Delta,VOC,1644,10
1,2021-07-02T11:31:02Z,2021-05-10,B.1.525,Eta,VOI,1644,1
1,2021-07-02T11:31:02Z,2021-05-10,B.1.427/B.1.429,Epsilon,VOI,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,P.3,Theta,VOI,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.616,"",VOI,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.617.1,Kappa,VOI,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.620,"",VOI,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.621,"",VOI,1644,3
1,2021-07-02T11:31:02Z,2021-05-10,C.37,Lambda,VUM,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,B.1.526,Iota,VUM,1644,0
1,2021-07-02T11:31:02Z,2021-05-10,P.2,Zeta,VUM,1644,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.1.7,Alpha,VOC,1367,1314
1,2021-07-02T11:31:02Z,2021-05-17,B.1.1.7+S:E484K,"",VOC,1367,6
1,2021-07-02T11:31:02Z,2021-05-17,B.1.351,Beta,VOC,1367,3
1,2021-07-02T11:31:02Z,2021-05-17,P.1,Gamma,VOC,1367,33
1,2021-07-02T11:31:02Z,2021-05-17,B.1.617.2,Delta,VOC,1367,8
1,2021-07-02T11:31:02Z,2021-05-17,B.1.525,Eta,VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.427/B.1.429,Epsilon,VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,P.3,Theta,VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.616,"",VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.617.1,Kappa,VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.620,"",VOI,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.621,"",VOI,1367,5
1,2021-07-02T11:31:02Z,2021-05-17,C.37,Lambda,VUM,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,B.1.526,Iota,VUM,1367,0
1,2021-07-02T11:31:02Z,2021-05-17,P.2,Zeta,VUM,1367,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.1.7,Alpha,VOC,1293,1242
1,2021-07-02T11:31:02Z,2021-05-24,B.1.1.7+S:E484K,"",VOC,1293,3
1,2021-07-02T11:31:02Z,2021-05-24,B.1.351,Beta,VOC,1293,3
1,2021-07-02T11:31:02Z,2021-05-24,P.1,Gamma,VOC,1293,16
1,2021-07-02T11:31:02Z,2021-05-24,B.1.617.2,Delta,VOC,1293,22
1,2021-07-02T11:31:02Z,2021-05-24,B.1.525,Eta,VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.427/B.1.429,Epsilon,VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,P.3,Theta,VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.616,"",VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.617.1,Kappa,VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.620,"",VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,B.1.621,"",VOI,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,C.37,Lambda,VUM,1293,1
1,2021-07-02T11:31:02Z,2021-05-24,B.1.526,Iota,VUM,1293,0
1,2021-07-02T11:31:02Z,2021-05-24,P.2,Zeta,VUM,1293,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.1.7,Alpha,VOC,1189,1107
1,2021-07-02T11:31:02Z,2021-05-31,B.1.1.7+S:E484K,"",VOC,1189,3
1,2021-07-02T11:31:02Z,2021-05-31,B.1.351,Beta,VOC,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,P.1,Gamma,VOC,1189,21
1,2021-07-02T11:31:02Z,2021-05-31,B.1.617.2,Delta,VOC,1189,42
1,2021-07-02T11:31:02Z,2021-05-31,B.1.525,Eta,VOI,1189,1
1,2021-07-02T11:31:02Z,2021-05-31,B.1.427/B.1.429,Epsilon,VOI,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,P.3,Theta,VOI,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.616,"",VOI,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.617.1,Kappa,VOI,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.620,"",VOI,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.621,"",VOI,1189,3
1,2021-07-02T11:31:02Z,2021-05-31,C.37,Lambda,VUM,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,B.1.526,Iota,VUM,1189,0
1,2021-07-02T11:31:02Z,2021-05-31,P.2,Zeta,VUM,1189,0
1,2021-07-02T11:31:02Z,2021-06-07,B.1.1.7,Alpha,VOC,979,857
1,2021-07-02T11:31:02Z,2021-06-07,B.1.1.7+S:E484K,"",VOC,979,8
1,2021-07-02T11:31:02Z,2021-06-07,B.1.351,Beta,VOC,979,0
1,2021-07-02T11:31:02Z,2021-06-07,P.1,Gamma,VOC,979,13
1,2021-07-02T11:31:02Z,2021-06-07,B.1.617.2,Delta,VOC,979,87
1,2021-07-02T11:31:02Z,2021-06-07,B.1.525,Eta,VOI,979,1
1,2021-07-02T11:31:02Z,2021-06-07,B.1.427/B.1.429,Epsilon,VOI,979,0
1,2021-07-02T11:31:02Z,2021-06-07,P.3,Theta,VOI,979,0
1,2021-07-02T11:31:02Z,2021-06-07,B.1.616,"",VOI,979,0
1,2021-07-02T11:31:02Z,2021-06-07,B.1.617.1,Kappa,VOI,979,3
1,2021-07-02T11:31:02Z,2021-06-07,B.1.620,"",VOI,979,0
1,2021-07-02T11:31:02Z,2021-06-07,B.1.621,"",VOI,979,5
1,2021-07-02T11:31:02Z,2021-06-07,C.37,Lambda,VUM,979,0
1,2021-07-02T11:31:02Z,2021-06-07,B.1.526,Iota,VUM,979,0
1,2021-07-02T11:31:02Z,2021-06-07,P.2,Zeta,VUM,979,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.1.7,Alpha,VOC,348,264
1,2021-07-02T11:31:02Z,2021-06-14,B.1.1.7+S:E484K,"",VOC,348,1
1,2021-07-02T11:31:02Z,2021-06-14,B.1.351,Beta,VOC,348,0
1,2021-07-02T11:31:02Z,2021-06-14,P.1,Gamma,VOC,348,10
1,2021-07-02T11:31:02Z,2021-06-14,B.1.617.2,Delta,VOC,348,59
1,2021-07-02T11:31:02Z,2021-06-14,B.1.525,Eta,VOI,348,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.427/B.1.429,Epsilon,VOI,348,0
1,2021-07-02T11:31:02Z,2021-06-14,P.3,Theta,VOI,348,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.616,"",VOI,348,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.617.1,Kappa,VOI,348,7
1,2021-07-02T11:31:02Z,2021-06-14,B.1.620,"",VOI,348,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.621,"",VOI,348,1
1,2021-07-02T11:31:02Z,2021-06-14,C.37,Lambda,VUM,348,0
1,2021-07-02T11:31:02Z,2021-06-14,B.1.526,Iota,VUM,348,0
1,2021-07-02T11:31:02Z,2021-06-14,P.2,Zeta,VUM,348,0
